"","ID","Benchmark","Exe Time","Exec Conf","Running Cost $","Net","Disk","Maps","IO SFac","Rep","IO FBuf","Comp","Blk size","Cluster","Histogram","PARAVER","End time"
"2481","2481","dfsioe_read","6915","20140930_203832_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z128_al-05/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","None","128","al-05","20140930_203832_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z128_al-05/dfsioe_read","2481","20140930225916"
"2485","2485","kmeans","2182","20140930_215838_conf_ETH_HDD_b_m4_i10_r3_I65536_c1_z128_al-03/kmeans","0.00","ETH","HDD","4","10","3","65536","ZLIB","128","al-03","20140930_215838_conf_ETH_HDD_b_m4_i10_r3_I65536_c1_z128_al-03/kmeans","2485","20140930224139"
"2483","2483","kmeans","2890","20140930_212507_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z256_al-04/kmeans","0.00","ETH","HDD","4","10","1","65536","None","256","al-04","20140930_212507_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z256_al-04/kmeans","2483","20140930222141"
"2477","2477","dfsioe_read","4616","20140930_185827_conf_ETH_HDD_b_m4_i10_r3_I65536_c1_z64_al-03/dfsioe_read","0.00","ETH","HDD","4","10","3","65536","ZLIB","64","al-03","20140930_185827_conf_ETH_HDD_b_m4_i10_r3_I65536_c1_z64_al-03/dfsioe_read","2477","20140930205319"
"2480","2480","dfsioe_read","3816","20140930_192912_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z128_al-04/dfsioe_read","0.00","ETH","HDD","4","10","1","65536","None","128","al-04","20140930_192912_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z128_al-04/dfsioe_read","2480","20140930204712"
"2479","2479","pagerank","3074","20140930_192903_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z128_al-05/pagerank","0.00","ETH","HDD","10","10","1","65536","None","128","al-05","20140930_192903_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z128_al-05/pagerank","2479","20140930203714"
"2476","2476","pagerank","2432","20140930_183404_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z128_al-04/pagerank","0.00","ETH","HDD","4","10","1","65536","None","128","al-04","20140930_183404_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z128_al-04/pagerank","2476","20140930192729"
"2474","2474","pagerank","2338","20140930_180525_conf_ETH_HDD_b_m4_i10_r3_I65536_c1_z64_al-03/pagerank","0.00","ETH","HDD","4","10","3","65536","ZLIB","64","al-03","20140930_180525_conf_ETH_HDD_b_m4_i10_r3_I65536_c1_z64_al-03/pagerank","2474","20140930185626"
"2472","2472","kmeans","2729","20140930_173543_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z128_al-05/kmeans","0.00","ETH","HDD","10","10","1","65536","None","128","al-05","20140930_173543_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z128_al-05/kmeans","2472","20140930182824"
"2468","2468","kmeans","2321","20140930_161241_conf_ETH_HDD_b_m4_i10_r3_I65536_c1_z64_al-03/kmeans","0.00","ETH","HDD","4","10","3","65536","ZLIB","64","al-03","20140930_161241_conf_ETH_HDD_b_m4_i10_r3_I65536_c1_z64_al-03/kmeans","2468","20140930165829"
"2467","2467","kmeans","2523","20140930_160230_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z128_al-04/kmeans","0.00","ETH","HDD","4","10","1","65536","None","128","al-04","20140930_160230_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z128_al-04/kmeans","2467","20140930165218"
"2463","2463","dfsioe_read","7098","20140930_135739_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z64_al-05/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","None","64","al-05","20140930_135739_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z64_al-05/dfsioe_read","2463","20140930162035"
"2464","2464","dfsioe_read","3479","20140930_141013_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z64_al-04/dfsioe_read","0.00","ETH","HDD","4","10","1","65536","None","64","al-04","20140930_141013_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z64_al-04/dfsioe_read","2464","20140930152243"
"2462","2462","dfsioe_read","4392","20140930_131549_conf_ETH_HDD_b_m4_i10_r3_I65536_c1_z32_al-03/dfsioe_read","0.00","ETH","HDD","4","10","3","65536","ZLIB","32","al-03","20140930_131549_conf_ETH_HDD_b_m4_i10_r3_I65536_c1_z32_al-03/dfsioe_read","2462","20140930150719"
"2461","2461","pagerank","2856","20140930_130759_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z64_al-04/pagerank","0.00","ETH","HDD","4","10","1","65536","None","64","al-04","20140930_130759_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z64_al-04/pagerank","2461","20140930140817"
"2460","2460","pagerank","3110","20140930_124731_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z64_al-05/pagerank","0.00","ETH","HDD","10","10","1","65536","None","64","al-05","20140930_124731_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z64_al-05/pagerank","2460","20140930135609"
"2457","2457","pagerank","2330","20140930_122316_conf_ETH_HDD_b_m4_i10_r3_I65536_c1_z32_al-03/pagerank","0.00","ETH","HDD","4","10","3","65536","ZLIB","32","al-03","20140930_122316_conf_ETH_HDD_b_m4_i10_r3_I65536_c1_z32_al-03/pagerank","2457","20140930131347"
"2453","2453","kmeans","2777","20140930_105818_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z64_al-05/kmeans","0.00","ETH","HDD","10","10","1","65536","None","64","al-05","20140930_105818_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z64_al-05/kmeans","2453","20140930115137"
"2451","2451","kmeans","2520","20140930_103459_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z64_al-04/kmeans","0.00","ETH","HDD","4","10","1","65536","None","64","al-04","20140930_103459_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z64_al-04/kmeans","2451","20140930112515"
"2448","2448","kmeans","2574","20140930_095354_conf_ETH_HDD_b_m4_i10_r3_I65536_c1_z32_al-03/kmeans","0.00","ETH","HDD","4","10","3","65536","ZLIB","32","al-03","20140930_095354_conf_ETH_HDD_b_m4_i10_r3_I65536_c1_z32_al-03/kmeans","2448","20140930104345"
"2446","2446","dfsioe_read","3596","20140930_083823_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z32_al-04/dfsioe_read","0.00","ETH","HDD","4","10","1","65536","None","32","al-04","20140930_083823_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z32_al-04/dfsioe_read","2446","20140930095315"
"2444","2444","dfsioe_read","7027","20140930_071503_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z32_al-05/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","None","32","al-05","20140930_071503_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z32_al-05/dfsioe_read","2444","20140930093757"
"2442","2442","dfsioe_read","4569","20140930_065138_conf_ETH_HDD_b_m4_i10_r3_I65536_c1_z64_al-03/dfsioe_read","0.00","ETH","HDD","4","10","3","65536","ZLIB","64","al-03","20140930_065138_conf_ETH_HDD_b_m4_i10_r3_I65536_c1_z64_al-03/dfsioe_read","2442","20140930084545"
"2445","2445","pagerank","2800","20140930_073731_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z32_al-04/pagerank","0.00","ETH","HDD","4","10","1","65536","None","32","al-04","20140930_073731_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z32_al-04/pagerank","2445","20140930083649"
"2441","2441","pagerank","3037","20140930_060619_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z32_al-05/pagerank","0.00","ETH","HDD","10","10","1","65536","None","32","al-05","20140930_060619_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z32_al-05/pagerank","2441","20140930071348"
"2440","2440","pagerank","2305","20140930_055952_conf_ETH_HDD_b_m4_i10_r3_I65536_c1_z64_al-03/pagerank","0.00","ETH","HDD","4","10","3","65536","ZLIB","64","al-03","20140930_055952_conf_ETH_HDD_b_m4_i10_r3_I65536_c1_z64_al-03/pagerank","2440","20140930064948"
"2435","2435","kmeans","2878","20140930_045455_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z32_al-04/kmeans","0.00","ETH","HDD","4","10","1","65536","None","32","al-04","20140930_045455_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z32_al-04/kmeans","2435","20140930055048"
"2432","2432","kmeans","2870","20140930_041418_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z32_al-05/kmeans","0.00","ETH","HDD","10","10","1","65536","None","32","al-05","20140930_041418_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z32_al-05/kmeans","2432","20140930050922"
"2431","2431","kmeans","2321","20140930_034033_conf_ETH_HDD_b_m4_i10_r3_I65536_c1_z64_al-03/kmeans","0.00","ETH","HDD","4","10","3","65536","ZLIB","64","al-03","20140930_034033_conf_ETH_HDD_b_m4_i10_r3_I65536_c1_z64_al-03/kmeans","2431","20140930042554"
"2428","2428","dfsioe_read","3641","20140930_025351_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z64_al-04/dfsioe_read","0.00","ETH","HDD","4","10","1","65536","None","64","al-04","20140930_025351_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z64_al-04/dfsioe_read","2428","20140930041001"
"2424","2424","dfsioe_read","7200","20140930_003212_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z64_al-05/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","None","64","al-05","20140930_003212_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z64_al-05/dfsioe_read","2424","20140930025729"
"2427","2427","pagerank","2836","20140930_015151_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z64_al-04/pagerank","0.00","ETH","HDD","4","10","1","65536","None","64","al-04","20140930_015151_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z64_al-04/pagerank","2427","20140930025208"
"2425","2425","dfsioe_read","4663","20140930_003737_conf_ETH_HDD_b_m4_i10_r3_I65536_c0_z256_al-03/dfsioe_read","0.00","ETH","HDD","4","10","3","65536","None","256","al-03","20140930_003737_conf_ETH_HDD_b_m4_i10_r3_I65536_c0_z256_al-03/dfsioe_read","2425","20140930023305"
"2422","2422","pagerank","2403","20140929_234320_conf_ETH_HDD_b_m4_i10_r3_I65536_c0_z256_al-03/pagerank","0.00","ETH","HDD","4","10","3","65536","None","256","al-03","20140929_234320_conf_ETH_HDD_b_m4_i10_r3_I65536_c0_z256_al-03/pagerank","2422","20140930003524"
"2421","2421","pagerank","3048","20140929_232328_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z64_al-05/pagerank","0.00","ETH","HDD","10","10","1","65536","None","64","al-05","20140929_232328_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z64_al-05/pagerank","2421","20140930003059"
"2420","2420","kmeans","2497","20140929_231732_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z64_al-04/kmeans","0.00","ETH","HDD","4","10","1","65536","None","64","al-04","20140929_231732_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z64_al-04/kmeans","2420","20140930000752"
"2414","2414","kmeans","2780","20140929_212923_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z64_al-05/kmeans","0.00","ETH","HDD","10","10","1","65536","None","64","al-05","20140929_212923_conf_ETH_HDD_b_m10_i10_r1_I65536_c0_z64_al-05/kmeans","2414","20140929222512"
"2411","2411","dfsioe_read","3829","20140929_205943_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z256_al-04/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","Snappy","256","al-04","20140929_205943_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z256_al-04/dfsioe_read","2411","20140929222322"
"2413","2413","kmeans","2310","20140929_212553_conf_ETH_HDD_b_m4_i10_r3_I65536_c0_z256_al-03/kmeans","0.00","ETH","HDD","4","10","3","65536","None","256","al-03","20140929_212553_conf_ETH_HDD_b_m4_i10_r3_I65536_c0_z256_al-03/kmeans","2413","20140929221102"
"2409","2409","pagerank","1961","20140929_201359_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z256_al-04/pagerank","0.00","ETH","HDD","10","10","1","65536","Snappy","256","al-04","20140929_201359_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z256_al-04/pagerank","2409","20140929205820"
"2406","2406","dfsioe_read","4471","20140929_183304_conf_ETH_HDD_b_m4_i10_r3_I65536_c0_z128_al-03/dfsioe_read","0.00","ETH","HDD","4","10","3","65536","None","128","al-03","20140929_183304_conf_ETH_HDD_b_m4_i10_r3_I65536_c0_z128_al-03/dfsioe_read","2406","20140929202514"
"2405","2405","dfsioe_read","5886","20140929_181404_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z256_al-05/dfsioe_read","0.00","ETH","HDD","6","10","1","65536","Snappy","256","al-05","20140929_181404_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z256_al-05/dfsioe_read","2405","20140929201602"
"2404","2404","kmeans","2555","20140929_174203_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z256_al-04/kmeans","0.00","ETH","HDD","10","10","1","65536","Snappy","256","al-04","20140929_174203_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z256_al-04/kmeans","2404","20140929183348"
"2403","2403","pagerank","2388","20140929_173923_conf_ETH_HDD_b_m4_i10_r3_I65536_c0_z128_al-03/pagerank","0.00","ETH","HDD","4","10","3","65536","None","128","al-03","20140929_173923_conf_ETH_HDD_b_m4_i10_r3_I65536_c0_z128_al-03/pagerank","2403","20140929183118"
"2400","2400","pagerank","3657","20140929_165218_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z256_al-05/pagerank","0.00","ETH","HDD","6","10","1","65536","Snappy","256","al-05","20140929_165218_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z256_al-05/pagerank","2400","20140929181240"
"2396","2396","dfsioe_read","3739","20140929_153542_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z128_al-04/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","Snappy","128","al-04","20140929_153542_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z128_al-04/dfsioe_read","2396","20140929165934"
"2395","2395","kmeans","2177","20140929_152337_conf_ETH_HDD_b_m4_i10_r3_I65536_c0_z128_al-03/kmeans","0.00","ETH","HDD","4","10","3","65536","None","128","al-03","20140929_152337_conf_ETH_HDD_b_m4_i10_r3_I65536_c0_z128_al-03/kmeans","2395","20140929160645"
"2392","2392","kmeans","3602","20140929_143803_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z256_al-05/kmeans","0.00","ETH","HDD","6","10","1","65536","Snappy","256","al-05","20140929_143803_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z256_al-05/kmeans","2392","20140929154733"
"2393","2393","pagerank","1957","20140929_144947_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z128_al-04/pagerank","0.00","ETH","HDD","10","10","1","65536","Snappy","128","al-04","20140929_144947_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z128_al-04/pagerank","2393","20140929153342"
"2387","2387","dfsioe_read","4308","20140929_122859_conf_ETH_HDD_b_m4_i10_r3_I65536_c0_z64_al-03/dfsioe_read","0.00","ETH","HDD","4","10","3","65536","None","64","al-03","20140929_122859_conf_ETH_HDD_b_m4_i10_r3_I65536_c0_z64_al-03/dfsioe_read","2387","20140929141838"
"2388","2388","kmeans","2525","20140929_123333_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z128_al-04/kmeans","0.00","ETH","HDD","10","10","1","65536","Snappy","128","al-04","20140929_123333_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z128_al-04/kmeans","2388","20140929132425"
"2384","2384","dfsioe_read","6967","20140929_110158_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z128_al-05/dfsioe_read","0.00","ETH","HDD","6","10","1","65536","Snappy","128","al-05","20140929_110158_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z128_al-05/dfsioe_read","2384","20140929132314"
"2385","2385","pagerank","2310","20140929_113655_conf_ETH_HDD_b_m4_i10_r3_I65536_c0_z64_al-03/pagerank","0.00","ETH","HDD","4","10","3","65536","None","64","al-03","20140929_113655_conf_ETH_HDD_b_m4_i10_r3_I65536_c0_z64_al-03/pagerank","2385","20140929122655"
"2382","2382","dfsioe_read","3707","20140929_102733_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z64_al-04/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","Snappy","64","al-04","20140929_102733_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z64_al-04/dfsioe_read","2382","20140929114947"
"2379","2379","pagerank","3648","20140929_093948_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z128_al-05/pagerank","0.00","ETH","HDD","6","10","1","65536","Snappy","128","al-05","20140929_093948_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z128_al-05/pagerank","2379","20140929110032"
"2380","2380","pagerank","1871","20140929_094328_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z64_al-04/pagerank","0.00","ETH","HDD","10","10","1","65536","Snappy","64","al-04","20140929_094328_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z64_al-04/pagerank","2380","20140929102534"
"2377","2377","kmeans","2331","20140929_091555_conf_ETH_HDD_b_m4_i10_r3_I65536_c0_z64_al-03/kmeans","0.00","ETH","HDD","4","10","3","65536","None","64","al-03","20140929_091555_conf_ETH_HDD_b_m4_i10_r3_I65536_c0_z64_al-03/kmeans","2377","20140929100140"
"2371","2371","kmeans","3565","20140929_072713_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z128_al-05/kmeans","0.00","ETH","HDD","6","10","1","65536","Snappy","128","al-05","20140929_072713_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z128_al-05/kmeans","2371","20140929083616"
"2372","2372","kmeans","2980","20140929_072854_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z64_al-04/kmeans","0.00","ETH","HDD","10","10","1","65536","Snappy","64","al-04","20140929_072854_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z64_al-04/kmeans","2372","20140929082717"
"2368","2368","dfsioe_read","4638","20140929_061345_conf_ETH_HDD_b_m4_i10_r3_I65536_c0_z32_al-03/dfsioe_read","0.00","ETH","HDD","4","10","3","65536","None","32","al-03","20140929_061345_conf_ETH_HDD_b_m4_i10_r3_I65536_c0_z32_al-03/dfsioe_read","2368","20140929080955"
"2366","2366","dfsioe_read","4616","20140929_050628_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z32_al-04/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","Snappy","32","al-04","20140929_050628_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z32_al-04/dfsioe_read","2366","20140929064324"
"2363","2363","dfsioe_read","6553","20140929_040216_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z64_al-05/dfsioe_read","0.00","ETH","HDD","6","10","1","65536","Snappy","64","al-05","20140929_040216_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z64_al-05/dfsioe_read","2363","20140929061536"
"2367","2367","pagerank","2327","20140929_052135_conf_ETH_HDD_b_m4_i10_r3_I65536_c0_z32_al-03/pagerank","0.00","ETH","HDD","4","10","3","65536","None","32","al-03","20140929_052135_conf_ETH_HDD_b_m4_i10_r3_I65536_c0_z32_al-03/pagerank","2367","20140929061201"
"2364","2364","pagerank","1868","20140929_042226_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z32_al-04/pagerank","0.00","ETH","HDD","10","10","1","65536","Snappy","32","al-04","20140929_042226_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z32_al-04/pagerank","2364","20140929050433"
"2358","2358","pagerank","3713","20140929_023939_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z64_al-05/pagerank","0.00","ETH","HDD","6","10","1","65536","Snappy","64","al-05","20140929_023939_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z64_al-05/pagerank","2358","20140929040052"
"2359","2359","kmeans","2574","20140929_025236_conf_ETH_HDD_b_m4_i10_r3_I65536_c0_z32_al-03/kmeans","0.00","ETH","HDD","4","10","3","65536","None","32","al-03","20140929_025236_conf_ETH_HDD_b_m4_i10_r3_I65536_c0_z32_al-03/kmeans","2359","20140929034201"
"2355","2355","kmeans","3511","20140929_015754_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z32_al-04/kmeans","0.00","ETH","HDD","10","10","1","65536","Snappy","32","al-04","20140929_015754_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z32_al-04/kmeans","2355","20140929030517"
"2351","2351","dfsioe_read","4708","20140928_234901_conf_ETH_HDD_b_m4_i10_r3_I65536_c0_z64_al-03/dfsioe_read","0.00","ETH","HDD","4","10","3","65536","None","64","al-03","20140928_234901_conf_ETH_HDD_b_m4_i10_r3_I65536_c0_z64_al-03/dfsioe_read","2351","20140929014524"
"2352","2352","kmeans","3822","20140929_002304_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z64_al-05/kmeans","0.00","ETH","HDD","6","10","1","65536","Snappy","64","al-05","20140929_002304_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z64_al-05/kmeans","2352","20140929013624"
"2350","2350","dfsioe_read","4547","20140928_233907_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z64_al-04/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","Snappy","64","al-04","20140928_233907_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z64_al-04/dfsioe_read","2350","20140929011548"
"2348","2348","pagerank","2310","20140928_225648_conf_ETH_HDD_b_m4_i10_r3_I65536_c0_z64_al-03/pagerank","0.00","ETH","HDD","4","10","3","65536","None","64","al-03","20140928_225648_conf_ETH_HDD_b_m4_i10_r3_I65536_c0_z64_al-03/pagerank","2348","20140928234658"
"2347","2347","pagerank","1881","20140928_225451_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z64_al-04/pagerank","0.00","ETH","HDD","10","10","1","65536","Snappy","64","al-04","20140928_225451_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z64_al-04/pagerank","2347","20140928233709"
"2340","2340","dfsioe_read","6348","20140928_205253_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z32_al-05/dfsioe_read","0.00","ETH","HDD","6","10","1","65536","Snappy","32","al-05","20140928_205253_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z32_al-05/dfsioe_read","2340","20140928230411"
"2339","2339","kmeans","2953","20140928_203708_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z64_al-04/kmeans","0.00","ETH","HDD","10","10","1","65536","Snappy","64","al-04","20140928_203708_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z64_al-04/kmeans","2339","20140928213516"
"2337","2337","pagerank","3870","20140928_192739_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z32_al-05/pagerank","0.00","ETH","HDD","6","10","1","65536","Snappy","32","al-05","20140928_192739_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z32_al-05/pagerank","2337","20140928205127"
"2334","2334","dfsioe_read","5066","20140928_181656_conf_ETH_HDD_b_m10_i10_r3_I65536_c3_z256_al-03/dfsioe_read","0.00","ETH","HDD","10","10","3","65536","Snappy","256","al-03","20140928_181656_conf_ETH_HDD_b_m10_i10_r3_I65536_c3_z256_al-03/dfsioe_read","2334","20140928201750"
"2333","2333","dfsioe_read","4333","20140928_181151_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z256_al-04/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","BZIP2","256","al-04","20140928_181151_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z256_al-04/dfsioe_read","2333","20140928194501"
"2328","2328","kmeans","4337","20140928_165913_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z32_al-05/kmeans","0.00","ETH","HDD","6","10","1","65536","Snappy","32","al-05","20140928_165913_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z32_al-05/kmeans","2328","20140928182116"
"2332","2332","pagerank","1475","20140928_174058_conf_ETH_HDD_b_m10_i10_r3_I65536_c3_z256_al-03/pagerank","0.00","ETH","HDD","10","10","3","65536","Snappy","256","al-03","20140928_174058_conf_ETH_HDD_b_m10_i10_r3_I65536_c3_z256_al-03/pagerank","2332","20140928181508"
"2331","2331","pagerank","1982","20140928_172525_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z256_al-04/pagerank","0.00","ETH","HDD","10","10","1","65536","BZIP2","256","al-04","20140928_172525_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z256_al-04/pagerank","2331","20140928180939"
"2327","2327","kmeans","1366","20140928_162748_conf_ETH_HDD_b_m10_i10_r3_I65536_c3_z256_al-03/kmeans","0.00","ETH","HDD","10","10","3","65536","Snappy","256","al-03","20140928_162748_conf_ETH_HDD_b_m10_i10_r3_I65536_c3_z256_al-03/kmeans","2327","20140928165731"
"2322","2322","kmeans","2453","20140928_145543_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z256_al-04/kmeans","0.00","ETH","HDD","10","10","1","65536","BZIP2","256","al-04","20140928_145543_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z256_al-04/kmeans","2322","20140928154516"
"2319","2319","dfsioe_read","7708","20140928_130553_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z64_al-05/dfsioe_read","0.00","ETH","HDD","6","10","1","65536","Snappy","64","al-05","20140928_130553_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z64_al-05/dfsioe_read","2319","20140928153947"
"2320","2320","dfsioe_read","4578","20140928_133331_conf_ETH_HDD_b_m10_i10_r3_I65536_c3_z128_al-03/dfsioe_read","0.00","ETH","HDD","10","10","3","65536","Snappy","128","al-03","20140928_133331_conf_ETH_HDD_b_m10_i10_r3_I65536_c3_z128_al-03/dfsioe_read","2320","20140928152701"
"2317","2317","dfsioe_read","4185","20140928_124222_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z128_al-04/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","BZIP2","128","al-04","20140928_124222_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z128_al-04/dfsioe_read","2317","20140928141303"
"2318","2318","pagerank","1504","20140928_125748_conf_ETH_HDD_b_m10_i10_r3_I65536_c3_z128_al-03/pagerank","0.00","ETH","HDD","10","10","3","65536","Snappy","128","al-03","20140928_125748_conf_ETH_HDD_b_m10_i10_r3_I65536_c3_z128_al-03/pagerank","2318","20140928133220"
"2315","2315","pagerank","3675","20140928_114413_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z64_al-05/pagerank","0.00","ETH","HDD","6","10","1","65536","Snappy","64","al-05","20140928_114413_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z64_al-05/pagerank","2315","20140928130438"
"2316","2316","pagerank","1926","20140928_115657_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z128_al-04/pagerank","0.00","ETH","HDD","10","10","1","65536","BZIP2","128","al-04","20140928_115657_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z128_al-04/pagerank","2316","20140928124015"
"2309","2309","kmeans","3812","20140928_092749_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z64_al-05/kmeans","0.00","ETH","HDD","6","10","1","65536","Snappy","64","al-05","20140928_092749_conf_ETH_HDD_b_m6_i10_r1_I65536_c3_z64_al-05/kmeans","2309","20140928104054"
