"","ID","Benchmark","Exe Time","Exec Conf","Running Cost $","Net","Disk","Maps","IO SFac","Rep","IO FBuf","Comp","Blk size","Cluster","Histogram","PARAVER","End time"
"3582","3582","kmeans","2827","20141030_123718_conf_ETH_HDD_b_m8_i10_r1_I65536_c1_z256_al-08/kmeans","0.00","ETH","HDD","8","10","1","65536","ZLIB","256","al-08","20141030_123718_conf_ETH_HDD_b_m8_i10_r1_I65536_c1_z256_al-08/kmeans","3582","20141030133821"
"3578","3578","dfsioe_read","6169","20141030_111233_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z64_al-05/dfsioe_read","0.00","ETH","HDD","4","10","1","65536","ZLIB","64","al-05","20141030_111233_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z64_al-05/dfsioe_read","3578","20141030132013"
"3580","3580","dfsioe_read","892","20141030_113830_conf_ETH_HDD_b_m8_i10_r1_I65536_c1_z128_al-08/dfsioe_read","0.00","ETH","HDD","8","10","1","65536","ZLIB","128","al-08","20141030_113830_conf_ETH_HDD_b_m8_i10_r1_I65536_c1_z128_al-08/dfsioe_read","3580","20141030120909"
"3575","3575","pagerank","4914","20141030_092223_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z64_al-05/pagerank","0.00","ETH","HDD","4","10","1","65536","ZLIB","64","al-05","20141030_092223_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z64_al-05/pagerank","3575","20141030111038"
"3574","3574","kmeans","2658","20141030_090811_conf_ETH_HDD_b_m8_i10_r1_I65536_c1_z128_al-08/kmeans","0.00","ETH","HDD","8","10","1","65536","ZLIB","128","al-08","20141030_090811_conf_ETH_HDD_b_m8_i10_r1_I65536_c1_z128_al-08/kmeans","3574","20141030100630"
"3571","3571","dfsioe_read","722","20141030_081245_conf_ETH_HDD_b_m8_i10_r1_I65536_c1_z64_al-08/dfsioe_read","0.00","ETH","HDD","8","10","1","65536","ZLIB","64","al-08","20141030_081245_conf_ETH_HDD_b_m8_i10_r1_I65536_c1_z64_al-08/dfsioe_read","3571","20141030084101"
"3569","3569","pagerank","498","20141030_074332_conf_ETH_HDD_b_m8_i10_r1_I65536_c1_z64_al-08/pagerank","0.00","ETH","HDD","8","10","1","65536","ZLIB","64","al-08","20141030_074332_conf_ETH_HDD_b_m8_i10_r1_I65536_c1_z64_al-08/pagerank","3569","20141030081019"
"3566","3566","kmeans","5515","20141030_061000_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z64_al-05/kmeans","0.00","ETH","HDD","4","10","1","65536","ZLIB","64","al-05","20141030_061000_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z64_al-05/kmeans","3566","20141030075325"
"3567","3567","kmeans","747","20141030_062158_conf_ETH_HDD_b_m8_i10_r1_I65536_c1_z64_al-08/kmeans","0.00","ETH","HDD","8","10","1","65536","ZLIB","64","al-08","20141030_062158_conf_ETH_HDD_b_m8_i10_r1_I65536_c1_z64_al-08/kmeans","3567","20141030064715"
"3562","3562","pagerank","428","20141030_050237_conf_ETH_HDD_b_m8_i10_r1_I65536_c1_z32_al-08/pagerank","0.00","ETH","HDD","8","10","1","65536","ZLIB","32","al-08","20141030_050237_conf_ETH_HDD_b_m8_i10_r1_I65536_c1_z32_al-08/pagerank","3562","20141030053317"
"3557","3557","dfsioe_read","6488","20141030_023618_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z32_al-05/dfsioe_read","0.00","ETH","HDD","4","10","1","65536","ZLIB","32","al-05","20141030_023618_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z32_al-05/dfsioe_read","3557","20141030045106"
"3558","3558","dfsioe_read","656","20141030_025827_conf_ETH_HDD_b_m8_i10_r1_I65536_c1_z64_al-08/dfsioe_read","0.00","ETH","HDD","8","10","1","65536","ZLIB","64","al-08","20141030_025827_conf_ETH_HDD_b_m8_i10_r1_I65536_c1_z64_al-08/dfsioe_read","3558","20141030032412"
"3556","3556","pagerank","509","20141030_022926_conf_ETH_HDD_b_m8_i10_r1_I65536_c1_z64_al-08/pagerank","0.00","ETH","HDD","8","10","1","65536","ZLIB","64","al-08","20141030_022926_conf_ETH_HDD_b_m8_i10_r1_I65536_c1_z64_al-08/pagerank","3556","20141030025609"
"3553","3553","pagerank","4865","20141030_004738_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z32_al-05/pagerank","0.00","ETH","HDD","4","10","1","65536","ZLIB","32","al-05","20141030_004738_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z32_al-05/pagerank","3553","20141030023419"
"3544","3544","kmeans","6350","20141029_211825_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z32_al-05/kmeans","0.00","ETH","HDD","4","10","1","65536","ZLIB","32","al-05","20141029_211825_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z32_al-05/kmeans","3544","20141029231502"
"3539","3539","bayes","518","20141029_204832_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z64_al-08/bayes","0.00","ETH","HDD","4","10","1","65536","None","64","al-08","20141029_204832_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z64_al-08/bayes","3539","20141029221119"
"3545","3545","pagerank","508","20141029_211928_conf_ETH_HDD_b_m8_i10_r1_I65536_c0_z128_al-08/pagerank","0.00","ETH","HDD","8","10","1","65536","None","128","al-08","20141029_211928_conf_ETH_HDD_b_m8_i10_r1_I65536_c0_z128_al-08/pagerank","3545","20141029215104"
"3533","3533","kmeans","331","20141029_190138_conf_ETH_HDD_b_m2_i10_r1_I65536_c0_z64_al-08/kmeans","0.00","ETH","HDD","2","10","1","65536","None","64","al-08","20141029_190138_conf_ETH_HDD_b_m2_i10_r1_I65536_c0_z64_al-08/kmeans","3533","20141029202340"
"3530","3530","dfsioe_read","6517","20141029_173710_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z64_al-05/dfsioe_read","0.00","ETH","HDD","4","10","1","65536","ZLIB","64","al-05","20141029_173710_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z64_al-05/dfsioe_read","3530","20141029195125"
"3534","3534","pagerank","330","20141029_190252_conf_ETH_HDD_b_m8_i10_r1_I65536_c0_z64_al-08/pagerank","0.00","ETH","HDD","8","10","1","65536","None","64","al-08","20141029_190252_conf_ETH_HDD_b_m8_i10_r1_I65536_c0_z64_al-08/pagerank","3534","20141029194108"
"3523","3523","pagerank","4855","20141029_154803_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z64_al-05/pagerank","0.00","ETH","HDD","4","10","1","65536","ZLIB","64","al-05","20141029_154803_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z64_al-05/pagerank","3523","20141029173509"
"3522","3522","bayes","671","20141029_152931_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z64_al-08/bayes","0.00","ETH","HDD","4","10","1","65536","None","64","al-08","20141029_152931_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z64_al-08/bayes","3522","20141029171344"
"3519","3519","kmeans","5501","20141029_123647_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z64_al-05/kmeans","0.00","ETH","HDD","4","10","1","65536","ZLIB","64","al-05","20141029_123647_conf_ETH_HDD_b_m4_i10_r1_I65536_c1_z64_al-05/kmeans","3519","20141029141912"
"3517","3517","dfsioe_read","6473","20141029_090534_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z256_al-05/dfsioe_read","0.00","ETH","HDD","4","10","1","65536","None","256","al-05","20141029_090534_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z256_al-05/dfsioe_read","3517","20141029111815"
"3516","3516","pagerank","5114","20141029_071233_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z256_al-05/pagerank","0.00","ETH","HDD","4","10","1","65536","None","256","al-05","20141029_071233_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z256_al-05/pagerank","3516","20141029090348"
"3513","3513","kmeans","5075","20141029_040941_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z256_al-05/kmeans","0.00","ETH","HDD","4","10","1","65536","None","256","al-05","20141029_040941_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z256_al-05/kmeans","3513","20141029054625"
"3511","3511","dfsioe_read","5710","20141029_005229_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z128_al-05/dfsioe_read","0.00","ETH","HDD","4","10","1","65536","None","128","al-05","20141029_005229_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z128_al-05/dfsioe_read","3511","20141029025250"
"3510","3510","pagerank","4865","20141028_230408_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z128_al-05/pagerank","0.00","ETH","HDD","4","10","1","65536","None","128","al-05","20141028_230408_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z128_al-05/pagerank","3510","20141029005100"
"3507","3507","kmeans","5081","20141028_200048_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z128_al-05/kmeans","0.00","ETH","HDD","4","10","1","65536","None","128","al-05","20141028_200048_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z128_al-05/kmeans","3507","20141028213658"
"3505","3505","dfsioe_read","6195","20141028_163519_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z64_al-05/dfsioe_read","0.00","ETH","HDD","4","10","1","65536","None","64","al-05","20141028_163519_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z64_al-05/dfsioe_read","3505","20141028184421"
"3504","3504","pagerank","4944","20141028_144504_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z64_al-05/pagerank","0.00","ETH","HDD","4","10","1","65536","None","64","al-05","20141028_144504_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z64_al-05/pagerank","3504","20141028163324"
"3501","3501","kmeans","5501","20141028_113435_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z64_al-05/kmeans","0.00","ETH","HDD","4","10","1","65536","None","64","al-05","20141028_113435_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z64_al-05/kmeans","3501","20141028131717"
"3499","3499","dfsioe_read","6639","20141028_080006_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z32_al-05/dfsioe_read","0.00","ETH","HDD","4","10","1","65536","None","32","al-05","20141028_080006_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z32_al-05/dfsioe_read","3499","20141028101546"
"3498","3498","pagerank","4863","20141028_061049_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z32_al-05/pagerank","0.00","ETH","HDD","4","10","1","65536","None","32","al-05","20141028_061049_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z32_al-05/pagerank","3498","20141028075806"
"3495","3495","kmeans","6329","20141027_035150_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z32_al-05/kmeans","0.00","ETH","HDD","4","10","1","65536","None","32","al-05","20141027_035150_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z32_al-05/kmeans","3495","20141027054804"
"3493","3493","dfsioe_read","6263","20141027_001749_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z64_al-05/dfsioe_read","0.00","ETH","HDD","4","10","1","65536","None","64","al-05","20141027_001749_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z64_al-05/dfsioe_read","3493","20141027022712"
"3492","3492","pagerank","4867","20141026_222912_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z64_al-05/pagerank","0.00","ETH","HDD","4","10","1","65536","None","64","al-05","20141026_222912_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z64_al-05/pagerank","3492","20141027001621"
"3489","3489","kmeans","5504","20141026_191835_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z64_al-05/kmeans","0.00","ETH","HDD","4","10","1","65536","None","64","al-05","20141026_191835_conf_ETH_HDD_b_m4_i10_r1_I65536_c0_z64_al-05/kmeans","3489","20141026210114"
"3487","3487","dfsioe_read","6613","20141026_154401_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z256_al-05/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","Snappy","256","al-05","20141026_154401_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z256_al-05/dfsioe_read","3487","20141026180014"
"3486","3486","pagerank","3157","20141026_143157_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z256_al-05/pagerank","0.00","ETH","HDD","10","10","1","65536","Snappy","256","al-05","20141026_143157_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z256_al-05/pagerank","3486","20141026154227"
"3483","3483","kmeans","2826","20141026_123036_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z256_al-05/kmeans","0.00","ETH","HDD","10","10","1","65536","Snappy","256","al-05","20141026_123036_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z256_al-05/kmeans","3483","20141026132608"
"3481","3481","dfsioe_read","7520","20141026_084452_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z128_al-05/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","Snappy","128","al-05","20141026_084452_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z128_al-05/dfsioe_read","3481","20141026111601"
"3480","3480","pagerank","3070","20141026_073418_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z128_al-05/pagerank","0.00","ETH","HDD","10","10","1","65536","Snappy","128","al-05","20141026_073418_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z128_al-05/pagerank","3480","20141026084314"
"3477","3477","kmeans","2718","20141026_053900_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z128_al-05/kmeans","0.00","ETH","HDD","10","10","1","65536","Snappy","128","al-05","20141026_053900_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z128_al-05/kmeans","3477","20141026063157"
"3475","3475","dfsioe_read","6159","20141026_021118_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z64_al-05/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","Snappy","64","al-05","20141026_021118_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z64_al-05/dfsioe_read","3475","20141026042028"
"3474","3474","pagerank","3086","20141026_010115_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z64_al-05/pagerank","0.00","ETH","HDD","10","10","1","65536","Snappy","64","al-05","20141026_010115_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z64_al-05/pagerank","3474","20141026020954"
"3471","3471","kmeans","2761","20141025_230851_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z64_al-05/kmeans","0.00","ETH","HDD","10","10","1","65536","Snappy","64","al-05","20141025_230851_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z64_al-05/kmeans","3471","20141026000254"
"3469","3469","dfsioe_read","6527","20141025_193452_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z32_al-05/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","Snappy","32","al-05","20141025_193452_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z32_al-05/dfsioe_read","3469","20141025215020"
"3468","3468","pagerank","3032","20141025_182501_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z32_al-05/pagerank","0.00","ETH","HDD","10","10","1","65536","Snappy","32","al-05","20141025_182501_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z32_al-05/pagerank","3468","20141025193319"
"3465","3465","kmeans","2400","20141025_163610_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z32_al-05/kmeans","0.00","ETH","HDD","10","10","1","65536","Snappy","32","al-05","20141025_163610_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z32_al-05/kmeans","3465","20141025172437"
"3463","3463","dfsioe_read","7201","20141025_125625_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z64_al-05/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","Snappy","64","al-05","20141025_125625_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z64_al-05/dfsioe_read","3463","20141025152121"
"3462","3462","pagerank","3088","20141025_114607_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z64_al-05/pagerank","0.00","ETH","HDD","10","10","1","65536","Snappy","64","al-05","20141025_114607_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z64_al-05/pagerank","3462","20141025125421"
"3459","3459","kmeans","2768","20141025_101231_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z64_al-05/kmeans","0.00","ETH","HDD","10","10","1","65536","Snappy","64","al-05","20141025_101231_conf_ETH_HDD_b_m10_i10_r1_I65536_c3_z64_al-05/kmeans","3459","20141025110651"
"3457","3457","dfsioe_read","7595","20141025_062526_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z256_al-05/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","BZIP2","256","al-05","20141025_062526_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z256_al-05/dfsioe_read","3457","20141025085723"
"3456","3456","pagerank","3054","20141025_051514_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z256_al-05/pagerank","0.00","ETH","HDD","10","10","1","65536","BZIP2","256","al-05","20141025_051514_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z256_al-05/pagerank","3456","20141025062403"
"3453","3453","kmeans","2831","20141025_031535_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z256_al-05/kmeans","0.00","ETH","HDD","10","10","1","65536","BZIP2","256","al-05","20141025_031535_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z256_al-05/kmeans","3453","20141025041050"
"3451","3451","dfsioe_read","6304","20141024_234650_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z128_al-05/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","BZIP2","128","al-05","20141024_234650_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z128_al-05/dfsioe_read","3451","20141025015715"
"3450","3450","pagerank","2976","20141024_223749_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z128_al-05/pagerank","0.00","ETH","HDD","10","10","1","65536","BZIP2","128","al-05","20141024_223749_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z128_al-05/pagerank","3450","20141024234516"
"3447","3447","kmeans","2738","20141024_204230_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z128_al-05/kmeans","0.00","ETH","HDD","10","10","1","65536","BZIP2","128","al-05","20141024_204230_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z128_al-05/kmeans","3447","20141024213604"
"3445","3445","dfsioe_read","7661","20141024_165347_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z64_al-05/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","BZIP2","64","al-05","20141024_165347_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z64_al-05/dfsioe_read","3445","20141024192720"
"3444","3444","pagerank","3053","20141024_154434_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z64_al-05/pagerank","0.00","ETH","HDD","10","10","1","65536","BZIP2","64","al-05","20141024_154434_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z64_al-05/pagerank","3444","20141024165218"
"3442","3442","kmeans","2771","20141024_141534_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z64_al-05/kmeans","0.00","ETH","HDD","10","10","1","65536","BZIP2","64","al-05","20141024_141534_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z64_al-05/kmeans","3442","20141024151035"
"3440","3440","dfsioe_read","7262","20141024_103323_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z32_al-05/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","BZIP2","32","al-05","20141024_103323_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z32_al-05/dfsioe_read","3440","20141024130020"
"3439","3439","pagerank","3520","20141024_085652_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z32_al-05/pagerank","0.00","ETH","HDD","10","10","1","65536","BZIP2","32","al-05","20141024_085652_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z32_al-05/pagerank","3439","20141024102931"
"3436","3436","kmeans","2883","20141024_065523_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z32_al-05/kmeans","0.00","ETH","HDD","10","10","1","65536","BZIP2","32","al-05","20141024_065523_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z32_al-05/kmeans","3436","20141024075135"
"3434","3434","dfsioe_read","6533","20141024_032242_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z64_al-05/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","BZIP2","64","al-05","20141024_032242_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z64_al-05/dfsioe_read","3434","20141024053702"
"3433","3433","pagerank","2980","20141024_021357_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z64_al-05/pagerank","0.00","ETH","HDD","10","10","1","65536","BZIP2","64","al-05","20141024_021357_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z64_al-05/pagerank","3433","20141024032103"
"3430","3430","kmeans","2752","20141024_002338_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z64_al-05/kmeans","0.00","ETH","HDD","10","10","1","65536","BZIP2","64","al-05","20141024_002338_conf_ETH_HDD_b_m10_i10_r1_I65536_c2_z64_al-05/kmeans","3430","20141024011732"
"3428","3428","dfsioe_read","5975","20141023_210413_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z256_al-05/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","ZLIB","256","al-05","20141023_210413_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z256_al-05/dfsioe_read","3428","20141023230831"
"3427","3427","pagerank","3018","20141023_195435_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z256_al-05/pagerank","0.00","ETH","HDD","10","10","1","65536","ZLIB","256","al-05","20141023_195435_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z256_al-05/pagerank","3427","20141023210235"
"3424","3424","kmeans","2888","20141023_175005_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z256_al-05/kmeans","0.00","ETH","HDD","10","10","1","65536","ZLIB","256","al-05","20141023_175005_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z256_al-05/kmeans","3424","20141023184934"
"3422","3422","dfsioe_read","6144","20141023_142258_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z128_al-05/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","ZLIB","128","al-05","20141023_142258_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z128_al-05/dfsioe_read","3422","20141023163146"
"3421","3421","pagerank","3044","20141023_131302_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z128_al-05/pagerank","0.00","ETH","HDD","10","10","1","65536","ZLIB","128","al-05","20141023_131302_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z128_al-05/pagerank","3421","20141023142119"
"3418","3418","kmeans","1803","20141023_113239_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z128_al-05/kmeans","0.00","ETH","HDD","10","10","1","65536","ZLIB","128","al-05","20141023_113239_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z128_al-05/kmeans","3418","20141023121113"
"3416","3416","dfsioe_read","6303","20141023_080317_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z64_al-05/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","ZLIB","64","al-05","20141023_080317_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z64_al-05/dfsioe_read","3416","20141023101355"
"3415","3415","pagerank","3044","20141023_065310_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z64_al-05/pagerank","0.00","ETH","HDD","10","10","1","65536","ZLIB","64","al-05","20141023_065310_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z64_al-05/pagerank","3415","20141023080148"
"3541","3541","kmeans","2756","20141023_050014_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z64_al-05/kmeans","0.00","ETH","HDD","10","10","1","65536","ZLIB","64","al-05","20141023_050014_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z64_al-05/kmeans","3541","20141023055417"
"3413","3413","dfsioe_read","6219","20141023_012949_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z32_al-05/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","ZLIB","32","al-05","20141023_012949_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z32_al-05/dfsioe_read","3413","20141023034016"
"3412","3412","pagerank","3177","20141023_001658_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z32_al-05/pagerank","0.00","ETH","HDD","10","10","1","65536","ZLIB","32","al-05","20141023_001658_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z32_al-05/pagerank","3412","20141023012754"
"3409","3409","kmeans","2883","20141022_222216_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z32_al-05/kmeans","0.00","ETH","HDD","10","10","1","65536","ZLIB","32","al-05","20141022_222216_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z32_al-05/kmeans","3409","20141022231847"
"3407","3407","dfsioe_read","7641","20141022_182930_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z64_al-05/dfsioe_read","0.00","ETH","HDD","10","10","1","65536","ZLIB","64","al-05","20141022_182930_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z64_al-05/dfsioe_read","3407","20141022210311"
"3406","3406","pagerank","3043","20141022_171904_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z64_al-05/pagerank","0.00","ETH","HDD","10","10","1","65536","ZLIB","64","al-05","20141022_171904_conf_ETH_HDD_b_m10_i10_r1_I65536_c1_z64_al-05/pagerank","3406","20141022182736"
