"ID","Exe.Time","Benchmark","Net","Disk","Maps","IO.SFac","Rep","IO.FBuf","Comp","Blk.size","Cluster","Cl.Name","Datanodes","Headnodes","VM.OS","VM.Cores","VM.RAM","Provider","VM.Size","Type"
2463,7098,"dfsioe_read","ETH","HDD",10,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2464,3479,"dfsioe_read","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
2465,134,"prep_terasort","ETH","HDD",4,10,1,65536,"Cmp0",128,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
2467,2523,"kmeans","ETH","HDD",4,10,1,65536,"Cmp0",128,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
2469,234,"prep_terasort","ETH","HDD",10,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2470,716,"prep_wordcount","ETH","HDD",4,10,1,65536,"Cmp0",128,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
2472,2729,"kmeans","ETH","HDD",10,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2473,547,"prep_sort","ETH","HDD",4,10,1,65536,"Cmp0",128,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
2475,438,"prep_wordcount","ETH","HDD",10,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2476,2432,"pagerank","ETH","HDD",4,10,1,65536,"Cmp0",128,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
2478,344,"prep_sort","ETH","HDD",10,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2479,3074,"pagerank","ETH","HDD",10,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2480,3816,"dfsioe_read","ETH","HDD",4,10,1,65536,"Cmp0",128,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
2481,6915,"dfsioe_read","ETH","HDD",10,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2482,134,"prep_terasort","ETH","HDD",4,10,1,65536,"Cmp0",256,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
2483,2890,"kmeans","ETH","HDD",4,10,1,65536,"Cmp0",256,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
2486,718,"prep_wordcount","ETH","HDD",4,10,1,65536,"Cmp0",256,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
2488,549,"prep_sort","ETH","HDD",4,10,1,65536,"Cmp0",256,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
2489,237,"prep_terasort","ETH","HDD",10,10,1,65536,"Cmp0",256,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2491,102,"pagerank","ETH","HDD",4,10,1,65536,"Cmp0",256,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
2492,1412,"kmeans","ETH","HDD",10,10,1,65536,"Cmp0",256,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2494,3425,"dfsioe_read","ETH","HDD",4,10,1,65536,"Cmp0",256,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
2495,442,"prep_wordcount","ETH","HDD",10,10,1,65536,"Cmp0",256,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2497,344,"prep_sort","ETH","HDD",10,10,1,65536,"Cmp0",256,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2499,3031,"pagerank","ETH","HDD",10,10,1,65536,"Cmp0",256,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2501,7878,"dfsioe_read","ETH","HDD",10,10,1,65536,"Cmp0",256,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2698,253,"prep_terasort","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2700,5509,"kmeans","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2703,710,"prep_wordcount","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2706,549,"prep_sort","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2707,4984,"pagerank","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2711,5818,"dfsioe_read","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2715,247,"prep_terasort","ETH","HDD",4,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2718,6345,"kmeans","ETH","HDD",4,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2722,709,"prep_wordcount","ETH","HDD",4,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2724,550,"prep_sort","ETH","HDD",4,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2725,4862,"pagerank","ETH","HDD",4,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2726,6779,"dfsioe_read","ETH","HDD",4,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2727,242,"prep_terasort","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2728,5509,"kmeans","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2729,708,"prep_wordcount","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2730,553,"prep_sort","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2731,4973,"pagerank","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2732,6023,"dfsioe_read","ETH","HDD",4,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2733,247,"prep_terasort","ETH","HDD",4,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2734,5103,"kmeans","ETH","HDD",4,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2735,712,"prep_wordcount","ETH","HDD",4,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2737,548,"prep_sort","ETH","HDD",4,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2739,4914,"pagerank","ETH","HDD",4,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2741,6460,"dfsioe_read","ETH","HDD",4,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2745,247,"prep_terasort","ETH","HDD",4,10,1,65536,"Cmp0",256,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2746,5076,"kmeans","ETH","HDD",4,10,1,65536,"Cmp0",256,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2749,709,"prep_wordcount","ETH","HDD",4,10,1,65536,"Cmp0",256,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2751,550,"prep_sort","ETH","HDD",4,10,1,65536,"Cmp0",256,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2753,4914,"pagerank","ETH","HDD",4,10,1,65536,"Cmp0",256,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2755,5737,"dfsioe_read","ETH","HDD",4,10,1,65536,"Cmp0",256,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2846,522,"prep_terasort","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2850,3006,"kmeans","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2852,438,"prep_wordcount","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2853,324,"prep_sort","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2854,3152,"pagerank","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2855,7235,"dfsioe_read","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2856,147,"prep_terasort","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
2857,1322,"kmeans","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
2858,410,"prep_wordcount","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
2859,322,"prep_sort","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
2860,439,"prep_terasort","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2861,1461,"pagerank","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
2862,3645,"dfsioe_read","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
2863,3336,"kmeans","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2864,129,"prep_terasort","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
2865,403,"prep_wordcount","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2866,423,"prep_wordcount","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
2867,325,"prep_sort","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2868,2862,"pagerank","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2869,335,"prep_sort","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
2871,9563,"dfsioe_read","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2872,4180,"dfsioe_read","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
2873,128,"prep_terasort","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
2874,323,"prep_sort","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
2875,1468,"pagerank","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
2876,235,"prep_terasort","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2877,3424,"dfsioe_read","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
2878,2994,"kmeans","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2879,403,"prep_wordcount","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2880,190,"prep_terasort","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
2881,317,"prep_sort","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2882,136,"prep_terasort","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
2883,2845,"pagerank","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2884,1195,"kmeans","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
2885,1324,"kmeans","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
2886,415,"prep_wordcount","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
2887,416,"prep_wordcount","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
2888,7936,"dfsioe_read","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2889,327,"prep_sort","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
2891,127,"prep_terasort","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
2892,1412,"pagerank","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
2894,337,"prep_sort","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
2895,3131,"dfsioe_read","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
2896,1456,"pagerank","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
2897,3647,"dfsioe_read","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
2898,104,"prep_terasort","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
2899,235,"prep_terasort","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2900,1576,"kmeans","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
2901,2815,"kmeans","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2902,318,"prep_sort","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
2903,1399,"pagerank","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
2904,146,"prep_terasort","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
2905,407,"prep_wordcount","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2906,2992,"dfsioe_read","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
2907,1324,"kmeans","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
2908,316,"prep_sort","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2909,2849,"pagerank","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2910,415,"prep_wordcount","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
2911,349,"prep_sort","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
2914,6979,"dfsioe_read","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2915,1511,"pagerank","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
2917,3470,"dfsioe_read","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
2921,232,"prep_terasort","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2922,147,"prep_terasort","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
2923,2896,"kmeans","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2924,338,"prep_sort","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
2927,1500,"pagerank","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
2928,403,"prep_wordcount","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2930,4611,"dfsioe_read","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
2931,321,"prep_sort","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2933,2975,"pagerank","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2936,5741,"dfsioe_read","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2937,106,"prep_terasort","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
2938,1048,"kmeans","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
2940,319,"prep_sort","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
2942,1425,"pagerank","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
2944,2832,"dfsioe_read","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
3118,107,"prep_terasort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
3122,549,"prep_wordcount","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
3123,420,"prep_sort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
3125,1409,"pagerank","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
3128,3470,"dfsioe_read","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
3133,106,"prep_terasort","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
3135,1821,"kmeans","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
3139,548,"prep_wordcount","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
3142,421,"prep_sort","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
3145,1499,"pagerank","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
3148,3141,"dfsioe_read","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
3161,106,"prep_terasort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
3163,1694,"kmeans","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
3164,544,"prep_wordcount","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
3166,421,"prep_sort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
3167,8388,"pagerank","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
3170,1835,"kmeans","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
3172,544,"prep_wordcount","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
3175,423,"prep_sort","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
3176,1448,"pagerank","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
3178,3151,"dfsioe_read","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
3179,105,"prep_terasort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
3180,1703,"kmeans","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
3181,546,"prep_wordcount","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
3183,426,"prep_sort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
3185,1402,"pagerank","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
3186,3294,"dfsioe_read","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
3190,111,"prep_terasort","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
3191,1617,"kmeans","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
3193,550,"prep_wordcount","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
3194,422,"prep_sort","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
3195,1436,"pagerank","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
3196,119,"prep_terasort","ETH","HDD",6,10,1,65536,"Cmp0",256,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
3199,546,"prep_wordcount","ETH","HDD",6,10,1,65536,"Cmp0",256,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
3201,1624,"pagerank","ETH","HDD",6,10,1,65536,"Cmp0",256,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
3203,3371,"dfsioe_read","ETH","HDD",6,10,1,65536,"Cmp0",256,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
3229,233,"prep_terasort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
3231,3157,"kmeans","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
3233,543,"prep_wordcount","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
3235,422,"prep_sort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
3236,3684,"pagerank","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
3237,6185,"dfsioe_read","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
3238,242,"prep_terasort","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
3239,4343,"kmeans","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
3240,546,"prep_wordcount","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
3241,426,"prep_sort","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
3242,3714,"pagerank","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
3243,6647,"dfsioe_read","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
3244,238,"prep_terasort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
3245,3799,"kmeans","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
3246,547,"prep_wordcount","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
3247,423,"prep_sort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
3248,3688,"pagerank","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
3249,6878,"dfsioe_read","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
