"ID","Exe.Time","Benchmark","Net","Disk","Maps","IO.SFac","Rep","IO.FBuf","Comp","Blk.size","Cluster","Cl.Name","Datanodes","Headnodes","VM.OS","VM.Cores","VM.RAM","Provider","VM.Size","Type"
725,712,"prep_wordcount","ETH","HDD",4,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
726,2290,"wordcount","ETH","HDD",4,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
727,549,"prep_sort","ETH","HDD",4,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
728,1100,"sort","ETH","HDD",4,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
729,2360,"pagerank","ETH","HDD",4,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
730,556,"prep_pagerank","ETH","HDD",4,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
731,2638,"dfsioe_read","ETH","HDD",4,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
732,813,"dfsioe_write","ETH","HDD",4,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
733,565,"prep_dfsioe","ETH","HDD",4,10,1,65536,"Cmp0",256,"Cl3","al-03",8,1,"linux",8,56,"azure","A7","IaaS"
1402,522,"prep_terasort","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1403,5519,"terasort","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1404,115,"prep_terasort","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1405,604,"terasort","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1406,2663,"kmeans","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1407,307,"prep_kmeans","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1410,413,"prep_wordcount","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1411,1396,"wordcount","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1412,429,"prep_wordcount","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1413,1579,"wordcount","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1416,329,"prep_sort","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1417,1109,"sort","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1422,338,"prep_sort","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1423,1436,"sort","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1424,3247,"pagerank","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1425,804,"prep_pagerank","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1426,1904,"pagerank","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1427,417,"prep_pagerank","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1432,3927,"dfsioe_read","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1433,1355,"dfsioe_write","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1434,787,"prep_dfsioe","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1435,6395,"dfsioe_read","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1436,3564,"dfsioe_write","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1437,3245,"prep_dfsioe","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1441,121,"prep_terasort","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1442,718,"terasort","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1443,3118,"kmeans","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1444,352,"prep_kmeans","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1445,429,"prep_wordcount","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1446,1642,"wordcount","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1447,300,"prep_terasort","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1448,6015,"terasort","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1449,341,"prep_sort","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1450,1551,"sort","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1451,1971,"pagerank","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1452,422,"prep_pagerank","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1453,3898,"dfsioe_read","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1454,1289,"dfsioe_write","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1455,786,"prep_dfsioe","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1456,1068,"kmeans","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1457,320,"prep_kmeans","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1458,405,"prep_wordcount","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1459,1462,"wordcount","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1460,320,"prep_sort","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1461,1209,"sort","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1462,3012,"pagerank","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1463,816,"prep_pagerank","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1464,118,"prep_terasort","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1465,603,"terasort","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1466,2629,"kmeans","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1467,330,"prep_kmeans","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1468,6538,"dfsioe_read","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1469,1608,"dfsioe_write","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1470,1440,"prep_dfsioe","ETH","HDD",8,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1471,429,"prep_wordcount","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1472,1570,"wordcount","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1473,337,"prep_sort","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1474,1465,"sort","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1475,1874,"pagerank","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1476,427,"prep_pagerank","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1477,3851,"dfsioe_read","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1478,1372,"dfsioe_write","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1479,821,"prep_dfsioe","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1480,238,"prep_terasort","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1481,2154,"terasort","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1482,2999,"kmeans","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1483,313,"prep_kmeans","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1484,117,"prep_terasort","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1485,564,"terasort","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1486,403,"prep_wordcount","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1487,1406,"wordcount","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1488,428,"prep_wordcount","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1489,1604,"wordcount","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1490,320,"prep_sort","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1491,623,"sort","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1492,336,"prep_sort","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1493,1809,"sort","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1494,2850,"pagerank","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1495,815,"prep_pagerank","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1496,1983,"pagerank","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1497,416,"prep_pagerank","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1498,6283,"dfsioe_read","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1499,1650,"dfsioe_write","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1500,1349,"prep_dfsioe","ETH","HDD",8,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1501,3365,"dfsioe_read","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1502,1434,"dfsioe_write","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1503,780,"prep_dfsioe","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1504,124,"prep_terasort","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1505,569,"terasort","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1506,2493,"kmeans","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1507,308,"prep_kmeans","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1508,236,"prep_terasort","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1509,2038,"terasort","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1510,425,"prep_wordcount","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1511,1606,"wordcount","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1512,2833,"kmeans","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1513,320,"prep_kmeans","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1514,332,"prep_sort","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1515,2519,"sort","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1516,408,"prep_wordcount","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1517,1377,"wordcount","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1518,1901,"pagerank","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1519,424,"prep_pagerank","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1520,319,"prep_sort","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1521,789,"sort","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1522,2816,"pagerank","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1523,813,"prep_pagerank","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1524,4075,"dfsioe_read","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1525,1406,"dfsioe_write","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1526,776,"prep_dfsioe","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1527,6433,"dfsioe_read","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1528,1552,"dfsioe_write","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1529,1329,"prep_dfsioe","ETH","HDD",8,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1536,233,"prep_terasort","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1537,2174,"terasort","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1542,2910,"kmeans","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1543,314,"prep_kmeans","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1547,408,"prep_wordcount","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1548,1386,"wordcount","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1549,320,"prep_sort","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1550,758,"sort","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1551,2886,"pagerank","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1552,831,"prep_pagerank","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1557,7294,"dfsioe_read","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1558,1712,"dfsioe_write","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1559,1376,"prep_dfsioe","ETH","HDD",8,10,1,65536,"Cmp0",256,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1872,121,"prep_terasort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1875,2232,"kmeans","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1877,549,"prep_wordcount","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1879,423,"prep_sort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1881,2047,"pagerank","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1884,3400,"dfsioe_read","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1887,118,"prep_terasort","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1890,550,"prep_wordcount","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1893,428,"prep_sort","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1894,1896,"pagerank","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1897,3387,"dfsioe_read","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1903,120,"prep_terasort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1904,2155,"kmeans","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1906,550,"prep_wordcount","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1908,422,"prep_sort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1909,1848,"pagerank","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1911,3414,"dfsioe_read","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1917,123,"prep_terasort","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1919,2092,"kmeans","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1922,548,"prep_wordcount","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1926,422,"prep_sort","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1927,2020,"pagerank","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1928,3554,"dfsioe_read","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1932,122,"prep_terasort","ETH","HDD",6,10,1,65536,"Cmp0",256,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1935,2327,"kmeans","ETH","HDD",6,10,1,65536,"Cmp0",256,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1938,550,"prep_wordcount","ETH","HDD",6,10,1,65536,"Cmp0",256,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1942,2031,"pagerank","ETH","HDD",6,10,1,65536,"Cmp0",256,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1946,3344,"dfsioe_read","ETH","HDD",6,10,1,65536,"Cmp0",256,"Cl4","al-04",8,1,"linux",8,56,"azure","A7","IaaS"
1973,233,"prep_terasort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1978,3805,"kmeans","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1982,553,"prep_wordcount","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1985,422,"prep_sort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1988,3692,"pagerank","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1990,6656,"dfsioe_read","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1995,245,"prep_terasort","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1997,4359,"kmeans","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
1999,546,"prep_wordcount","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2000,421,"prep_sort","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2002,3687,"pagerank","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2005,6967,"dfsioe_read","ETH","HDD",6,10,1,65536,"Cmp0",32,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2009,233,"prep_terasort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2011,3809,"kmeans","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2014,549,"prep_wordcount","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2016,420,"prep_sort","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2017,3654,"pagerank","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2020,6350,"dfsioe_read","ETH","HDD",6,10,1,65536,"Cmp0",64,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2024,249,"prep_terasort","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2026,3547,"kmeans","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2029,548,"prep_wordcount","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2030,422,"prep_sort","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2031,3654,"pagerank","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
2034,5984,"dfsioe_read","ETH","HDD",6,10,1,65536,"Cmp0",128,"Cl5","al-05",3,1,"linux",8,56,"azure","A7","IaaS"
