"ID","Exe.Time","Benchmark","Net","Disk","Maps","IO.SFac","Rep","IO.FBuf","Comp","Blk.size","Cluster"
4227,2738,"terasort","ETH","RL2",8,10,1,65536,"ZLIB",32,"Azure L"
4226,2634,"terasort","ETH","RL2",8,10,1,65536,"None",256,"Azure L"
4225,2829,"terasort","ETH","RL2",8,10,1,65536,"None",128,"Azure L"
4224,2966,"terasort","ETH","RL2",8,10,1,65536,"None",64,"Azure L"
4223,2869,"terasort","ETH","RL2",8,10,1,65536,"None",32,"Azure L"
4222,3020,"terasort","ETH","RL3",10,10,2,65536,"BZIP2",32,"Azure L"
4221,3238,"terasort","ETH","RL3",10,10,2,65536,"ZLIB",256,"Azure L"
4220,2998,"terasort","ETH","RL3",10,10,2,65536,"ZLIB",128,"Azure L"
4219,3141,"terasort","ETH","RL3",10,10,2,65536,"ZLIB",64,"Azure L"
4218,3421,"terasort","ETH","RL3",10,10,2,65536,"ZLIB",32,"Azure L"
4217,3056,"terasort","ETH","RL3",10,10,2,65536,"None",256,"Azure L"
4216,3276,"terasort","ETH","RL3",10,10,2,65536,"None",64,"Azure L"
4215,3065,"terasort","ETH","RL3",10,10,2,65536,"None",32,"Azure L"
4214,2996,"terasort","ETH","RL3",8,10,2,65536,"Snappy",256,"Azure L"
4213,3124,"terasort","ETH","RL3",8,10,2,65536,"Snappy",128,"Azure L"
4212,3022,"terasort","ETH","RL3",8,10,2,65536,"Snappy",64,"Azure L"
4211,3632,"terasort","ETH","RL3",8,10,2,65536,"Snappy",32,"Azure L"
4210,3156,"terasort","ETH","RL3",8,10,2,65536,"BZIP2",256,"Azure L"
4209,3127,"terasort","ETH","RL3",8,10,2,65536,"BZIP2",128,"Azure L"
4208,2892,"terasort","ETH","RL3",8,10,2,65536,"BZIP2",64,"Azure L"
4207,2954,"terasort","ETH","RL3",8,10,2,65536,"BZIP2",32,"Azure L"
4206,2970,"terasort","ETH","RL3",8,10,2,65536,"ZLIB",256,"Azure L"
4205,2932,"terasort","ETH","RL3",8,10,2,65536,"ZLIB",128,"Azure L"
4204,2913,"terasort","ETH","RL3",8,10,2,65536,"ZLIB",64,"Azure L"
4203,2881,"terasort","ETH","RL3",8,10,2,65536,"ZLIB",32,"Azure L"
4202,3084,"terasort","ETH","RL3",8,10,2,65536,"None",256,"Azure L"
4201,2798,"terasort","ETH","RL3",8,10,2,65536,"None",128,"Azure L"
4200,2841,"terasort","ETH","RL3",8,10,2,65536,"None",64,"Azure L"
4199,2753,"terasort","ETH","RL3",8,10,2,65536,"None",32,"Azure L"
4198,2740,"terasort","ETH","RL3",10,10,1,65536,"Snappy",256,"Azure L"
4197,2752,"terasort","ETH","RL3",10,10,1,65536,"Snappy",128,"Azure L"
4196,2904,"terasort","ETH","RL3",10,10,1,65536,"Snappy",64,"Azure L"
4195,2779,"terasort","ETH","RL3",10,10,1,65536,"Snappy",32,"Azure L"
4194,2645,"terasort","ETH","RL3",10,10,1,65536,"BZIP2",256,"Azure L"
4193,2543,"terasort","ETH","RL3",10,10,1,65536,"BZIP2",128,"Azure L"
4192,2791,"terasort","ETH","RL3",10,10,1,65536,"BZIP2",64,"Azure L"
4191,2699,"terasort","ETH","RL3",10,10,1,65536,"BZIP2",32,"Azure L"
4190,2423,"terasort","ETH","RL3",10,10,1,65536,"ZLIB",256,"Azure L"
4189,2432,"terasort","ETH","RL3",10,10,1,65536,"ZLIB",128,"Azure L"
4188,2459,"terasort","ETH","RL3",10,10,1,65536,"ZLIB",64,"Azure L"
4187,2407,"terasort","ETH","RL3",10,10,1,65536,"ZLIB",32,"Azure L"
4186,2427,"terasort","ETH","RL3",10,10,1,65536,"None",256,"Azure L"
4185,2362,"terasort","ETH","RL3",10,10,1,65536,"None",128,"Azure L"
4184,2310,"terasort","ETH","RL3",10,10,1,65536,"None",64,"Azure L"
4183,2363,"terasort","ETH","RL3",10,10,1,65536,"None",32,"Azure L"
4182,2432,"terasort","ETH","RL3",8,10,1,65536,"Snappy",256,"Azure L"
4181,2425,"terasort","ETH","RL3",8,10,1,65536,"Snappy",128,"Azure L"
4180,2392,"terasort","ETH","RL3",8,10,1,65536,"Snappy",64,"Azure L"
4179,2406,"terasort","ETH","RL3",8,10,1,65536,"Snappy",32,"Azure L"
4178,2408,"terasort","ETH","RL3",8,10,1,65536,"BZIP2",256,"Azure L"
4177,2506,"terasort","ETH","RL3",8,10,1,65536,"BZIP2",128,"Azure L"
4176,2389,"terasort","ETH","RL3",8,10,1,65536,"BZIP2",64,"Azure L"
4175,2317,"terasort","ETH","RL3",8,10,1,65536,"BZIP2",32,"Azure L"
4174,2374,"terasort","ETH","RL3",8,10,1,65536,"ZLIB",256,"Azure L"
4173,2303,"terasort","ETH","RL3",8,10,1,65536,"ZLIB",128,"Azure L"
4172,2279,"terasort","ETH","RL3",8,10,1,65536,"ZLIB",64,"Azure L"
4171,2454,"terasort","ETH","RL3",8,10,1,65536,"ZLIB",32,"Azure L"
4170,2554,"terasort","ETH","RL3",8,10,1,65536,"None",256,"Azure L"
4169,2513,"terasort","ETH","RL3",8,10,1,65536,"None",128,"Azure L"
4168,2575,"terasort","ETH","RL3",8,10,1,65536,"None",64,"Azure L"
4167,3098,"terasort","ETH","RL3",8,10,1,65536,"None",32,"Azure L"
4166,7834,"terasort","ETH","R1",8,10,3,65536,"Snappy",64,"Azure L"
4165,6750,"terasort","ETH","R1",8,10,3,65536,"BZIP2",64,"Azure L"
4164,6855,"terasort","ETH","R1",8,10,3,65536,"ZLIB",64,"Azure L"
4163,6058,"terasort","ETH","R1",8,10,3,65536,"None",64,"Azure L"
4162,5388,"terasort","ETH","R1",8,10,2,65536,"Snappy",64,"Azure L"
4161,5532,"terasort","ETH","R1",8,10,2,65536,"BZIP2",64,"Azure L"
4160,5613,"terasort","ETH","R1",8,10,2,65536,"ZLIB",64,"Azure L"
4159,6016,"terasort","ETH","R1",8,10,2,65536,"None",64,"Azure L"
4158,5617,"terasort","ETH","R1",8,10,1,65536,"Snappy",64,"Azure L"
4157,7129,"terasort","ETH","R1",8,10,1,65536,"BZIP2",64,"Azure L"
4156,6691,"terasort","ETH","R1",8,10,1,65536,"ZLIB",64,"Azure L"
4155,7176,"terasort","ETH","R1",8,10,1,65536,"None",64,"Azure L"
4154,5833,"terasort","ETH","R2",8,10,3,65536,"Snappy",64,"Azure L"
4153,5877,"terasort","ETH","R2",8,10,3,65536,"BZIP2",64,"Azure L"
4152,5103,"terasort","ETH","R2",8,10,3,65536,"ZLIB",64,"Azure L"
4151,5245,"terasort","ETH","R2",8,10,3,65536,"None",64,"Azure L"
4150,5153,"terasort","ETH","R2",8,10,2,65536,"Snappy",64,"Azure L"
4149,4947,"terasort","ETH","R2",8,10,2,65536,"BZIP2",64,"Azure L"
4148,5443,"terasort","ETH","R2",8,10,2,65536,"ZLIB",64,"Azure L"
4147,5504,"terasort","ETH","R2",8,10,2,65536,"None",64,"Azure L"
4146,5578,"terasort","ETH","R2",8,10,1,65536,"Snappy",64,"Azure L"
4145,5211,"terasort","ETH","R2",8,10,1,65536,"BZIP2",64,"Azure L"
4144,5457,"terasort","ETH","R2",8,10,1,65536,"ZLIB",64,"Azure L"
4143,5014,"terasort","ETH","R2",8,10,1,65536,"None",64,"Azure L"
4142,5034,"terasort","ETH","R3",8,10,3,65536,"Snappy",64,"Azure L"
4141,5483,"terasort","ETH","R3",8,10,3,65536,"BZIP2",64,"Azure L"
4140,5894,"terasort","ETH","R3",8,10,3,65536,"ZLIB",64,"Azure L"
4139,5661,"terasort","ETH","R3",8,10,3,65536,"None",64,"Azure L"
4138,5321,"terasort","ETH","R3",8,10,2,65536,"Snappy",64,"Azure L"
4137,5556,"terasort","ETH","R3",8,10,2,65536,"BZIP2",64,"Azure L"
4136,5482,"terasort","ETH","R3",8,10,2,65536,"ZLIB",64,"Azure L"
4135,5945,"terasort","ETH","R3",8,10,2,65536,"None",64,"Azure L"
4134,5202,"terasort","ETH","R3",8,10,1,65536,"Snappy",64,"Azure L"
4133,5300,"terasort","ETH","R3",8,10,1,65536,"BZIP2",64,"Azure L"
4132,5423,"terasort","ETH","R3",8,10,1,65536,"ZLIB",64,"Azure L"
4131,5171,"terasort","ETH","R3",8,10,1,65536,"None",64,"Azure L"
4130,2576,"terasort","ETH","RL1",8,10,3,65536,"Snappy",64,"Azure L"
4129,2640,"terasort","ETH","RL1",8,10,3,65536,"BZIP2",64,"Azure L"
4128,2729,"terasort","ETH","RL1",8,10,3,65536,"ZLIB",64,"Azure L"
4127,2535,"terasort","ETH","RL1",8,10,3,65536,"None",64,"Azure L"
4126,2572,"terasort","ETH","RL1",8,10,2,65536,"Snappy",64,"Azure L"
4125,2475,"terasort","ETH","RL1",8,10,2,65536,"BZIP2",64,"Azure L"
4124,2484,"terasort","ETH","RL1",8,10,2,65536,"ZLIB",64,"Azure L"
4123,2568,"terasort","ETH","RL1",8,10,2,65536,"None",64,"Azure L"
4122,2499,"terasort","ETH","RL1",8,10,1,65536,"Snappy",64,"Azure L"
4121,2496,"terasort","ETH","RL1",8,10,1,65536,"BZIP2",64,"Azure L"
4120,2523,"terasort","ETH","RL1",8,10,1,65536,"ZLIB",64,"Azure L"
4119,2283,"terasort","ETH","RL1",8,10,1,65536,"None",64,"Azure L"
4118,2183,"terasort","ETH","RL2",8,10,3,65536,"Snappy",64,"Azure L"
4117,2170,"terasort","ETH","RL2",8,10,3,65536,"BZIP2",64,"Azure L"
4116,2157,"terasort","ETH","RL2",8,10,3,65536,"ZLIB",64,"Azure L"
4115,2126,"terasort","ETH","RL2",8,10,3,65536,"None",64,"Azure L"
4114,2315,"terasort","ETH","RL2",8,10,2,65536,"Snappy",64,"Azure L"
4113,2534,"terasort","ETH","RL2",8,10,2,65536,"BZIP2",64,"Azure L"
4112,2443,"terasort","ETH","RL2",8,10,2,65536,"ZLIB",64,"Azure L"
4111,2155,"terasort","ETH","RL2",8,10,2,65536,"None",64,"Azure L"
4110,2280,"terasort","ETH","RL2",8,10,1,65536,"Snappy",64,"Azure L"
4109,2256,"terasort","ETH","RL2",8,10,1,65536,"ZLIB",64,"Azure L"
4108,2023,"terasort","ETH","RL2",8,10,1,65536,"None",64,"Azure L"
4107,2344,"terasort","ETH","RL3",8,10,3,65536,"Snappy",64,"Azure L"
4106,2202,"terasort","ETH","RL3",8,10,3,65536,"BZIP2",64,"Azure L"
4105,2224,"terasort","ETH","RL3",8,10,3,65536,"ZLIB",64,"Azure L"
4104,2460,"terasort","ETH","RL3",8,10,3,65536,"None",64,"Azure L"
4103,2370,"terasort","ETH","RL3",8,10,2,65536,"Snappy",64,"Azure L"
4102,1979,"terasort","ETH","RL3",8,10,2,65536,"BZIP2",64,"Azure L"
4101,1989,"terasort","ETH","RL3",8,10,2,65536,"ZLIB",64,"Azure L"
4100,2025,"terasort","ETH","RL3",8,10,2,65536,"None",64,"Azure L"
4099,2034,"terasort","ETH","RL3",8,10,1,65536,"Snappy",64,"Azure L"
4098,2180,"terasort","ETH","RL3",8,10,1,65536,"BZIP2",64,"Azure L"
4097,2249,"terasort","ETH","RL3",8,10,1,65536,"ZLIB",64,"Azure L"
4096,2181,"terasort","ETH","RL3",8,10,1,65536,"None",64,"Azure L"
4495,2470,"terasort","ETH","HDD",8,10,1,65536,"None",64,"Azure L"
4490,2585,"terasort","ETH","HDD",8,10,1,65536,"None",64,"Azure L"
4487,1829,"terasort","ETH","HDD",8,10,1,65536,"None",64,"Azure L"
4486,1739,"terasort","ETH","HDD",8,10,1,65536,"None",64,"Azure L"
4482,1899,"terasort","ETH","HDD",8,10,1,65536,"None",64,"Azure L"
4478,2679,"terasort","ETH","HDD",8,10,1,65536,"None",64,"Azure L"
4474,2429,"terasort","ETH","HDD",8,10,1,65536,"None",64,"Azure L"
4468,6090,"terasort","ETH","HDD",8,10,1,65536,"None",64,"Azure L"
4465,1403,"terasort","ETH","HDD",8,10,1,65536,"None",64,"Azure L"
4462,1431,"terasort","ETH","HDD",8,10,1,65536,"None",64,"Azure L"
4459,1366,"terasort","ETH","HDD",8,10,1,65536,"None",64,"Azure L"
4453,5847,"terasort","ETH","HDD",8,10,1,65536,"None",64,"Azure L"
4448,6242,"terasort","ETH","HDD",8,10,1,65536,"None",64,"Azure L"
4443,5576,"terasort","ETH","HDD",8,10,1,65536,"None",64,"Azure L"
4440,3259,"terasort","ETH","HDD",8,10,1,65536,"None",64,"Azure L"
4437,3239,"terasort","ETH","HDD",8,10,1,65536,"None",64,"Azure L"
4433,4040,"terasort","ETH","HDD",8,10,1,65536,"None",64,"Azure L"
4428,4711,"terasort","ETH","HDD",8,10,1,65536,"None",64,"Azure L"
4424,5018,"terasort","ETH","HDD",8,10,1,65536,"None",64,"Azure L"
4421,4648,"terasort","ETH","HDD",8,10,1,65536,"None",64,"Azure L"
2237,609,"wordcount","IB","SSD",12,10,1,65536,"Snappy",128,"Local 1"
2236,1071,"kmeans","IB","SSD",12,10,1,65536,"Snappy",128,"Local 1"
2235,439,"dfsioe_write","IB","SSD",12,10,1,65536,"Snappy",64,"Local 1"
2234,1107,"dfsioe_read","IB","SSD",12,10,1,65536,"Snappy",64,"Local 1"
2233,1105,"bayes","IB","SSD",12,10,1,65536,"Snappy",64,"Local 1"
2232,1850,"pagerank","IB","SSD",12,10,1,65536,"Snappy",64,"Local 1"
2230,669,"wordcount","IB","SSD",12,10,1,65536,"Snappy",64,"Local 1"
2229,794,"kmeans","IB","SSD",12,10,1,65536,"Snappy",64,"Local 1"
2228,408,"dfsioe_write","IB","SSD",12,10,1,65536,"Snappy",32,"Local 1"
2227,1335,"dfsioe_read","IB","SSD",12,10,1,65536,"Snappy",32,"Local 1"
2226,1098,"bayes","IB","SSD",12,10,1,65536,"Snappy",32,"Local 1"
2225,1967,"pagerank","IB","SSD",12,10,1,65536,"Snappy",32,"Local 1"
2223,795,"wordcount","IB","SSD",12,10,1,65536,"Snappy",32,"Local 1"
2222,1408,"kmeans","IB","SSD",12,10,1,65536,"Snappy",32,"Local 1"
2221,481,"dfsioe_write","IB","SSD",12,10,1,65536,"Snappy",64,"Local 1"
2220,1113,"dfsioe_read","IB","SSD",12,10,1,65536,"Snappy",64,"Local 1"
2219,1093,"bayes","IB","SSD",12,10,1,65536,"Snappy",64,"Local 1"
2218,1922,"pagerank","IB","SSD",12,10,1,65536,"Snappy",64,"Local 1"
2216,666,"wordcount","IB","SSD",12,10,1,65536,"Snappy",64,"Local 1"
2215,1198,"kmeans","IB","SSD",12,10,1,65536,"Snappy",64,"Local 1"
2214,375,"dfsioe_write","IB","SSD",12,10,1,65536,"BZIP2",256,"Local 1"
2213,1350,"dfsioe_read","IB","SSD",12,10,1,65536,"BZIP2",256,"Local 1"
2212,1150,"bayes","IB","SSD",12,10,1,65536,"BZIP2",256,"Local 1"
2211,1883,"pagerank","IB","SSD",12,10,1,65536,"BZIP2",256,"Local 1"
2209,581,"wordcount","IB","SSD",12,10,1,65536,"BZIP2",256,"Local 1"
2208,1126,"kmeans","IB","SSD",12,10,1,65536,"BZIP2",256,"Local 1"
2207,376,"dfsioe_write","IB","SSD",12,10,1,65536,"BZIP2",128,"Local 1"
2206,1124,"dfsioe_read","IB","SSD",12,10,1,65536,"BZIP2",128,"Local 1"
2205,1118,"bayes","IB","SSD",12,10,1,65536,"BZIP2",128,"Local 1"
2204,1856,"pagerank","IB","SSD",12,10,1,65536,"BZIP2",128,"Local 1"
2202,611,"wordcount","IB","SSD",12,10,1,65536,"BZIP2",128,"Local 1"
2201,1078,"kmeans","IB","SSD",12,10,1,65536,"BZIP2",128,"Local 1"
2200,454,"dfsioe_write","IB","SSD",12,10,1,65536,"BZIP2",64,"Local 1"
2199,1263,"dfsioe_read","IB","SSD",12,10,1,65536,"BZIP2",64,"Local 1"
2198,1089,"bayes","IB","SSD",12,10,1,65536,"BZIP2",64,"Local 1"
2197,1843,"pagerank","IB","SSD",12,10,1,65536,"BZIP2",64,"Local 1"
2195,666,"wordcount","IB","SSD",12,10,1,65536,"BZIP2",64,"Local 1"
2194,1197,"kmeans","IB","SSD",12,10,1,65536,"BZIP2",64,"Local 1"
2193,390,"dfsioe_write","IB","SSD",12,10,1,65536,"BZIP2",32,"Local 1"
2192,1223,"dfsioe_read","IB","SSD",12,10,1,65536,"BZIP2",32,"Local 1"
2191,1099,"bayes","IB","SSD",12,10,1,65536,"BZIP2",32,"Local 1"
2190,1960,"pagerank","IB","SSD",12,10,1,65536,"BZIP2",32,"Local 1"
2188,795,"wordcount","IB","SSD",12,10,1,65536,"BZIP2",32,"Local 1"
2187,1430,"kmeans","IB","SSD",12,10,1,65536,"BZIP2",32,"Local 1"
2186,433,"dfsioe_write","IB","SSD",12,10,1,65536,"BZIP2",64,"Local 1"
2185,1145,"dfsioe_read","IB","SSD",12,10,1,65536,"BZIP2",64,"Local 1"
2184,1105,"bayes","IB","SSD",12,10,1,65536,"BZIP2",64,"Local 1"
2183,1852,"pagerank","IB","SSD",12,10,1,65536,"BZIP2",64,"Local 1"
2181,674,"wordcount","IB","SSD",12,10,1,65536,"BZIP2",64,"Local 1"
2180,1201,"kmeans","IB","SSD",12,10,1,65536,"BZIP2",64,"Local 1"
2179,375,"dfsioe_write","IB","SSD",12,10,1,65536,"ZLIB",256,"Local 1"
2178,1125,"dfsioe_read","IB","SSD",12,10,1,65536,"ZLIB",256,"Local 1"
2177,1145,"bayes","IB","SSD",12,10,1,65536,"ZLIB",256,"Local 1"
2176,1908,"pagerank","IB","SSD",12,10,1,65536,"ZLIB",256,"Local 1"
2174,578,"wordcount","IB","SSD",12,10,1,65536,"ZLIB",256,"Local 1"
2173,1125,"kmeans","IB","SSD",12,10,1,65536,"ZLIB",256,"Local 1"
2172,467,"dfsioe_write","IB","SSD",12,10,1,65536,"ZLIB",128,"Local 1"
2171,1167,"dfsioe_read","IB","SSD",12,10,1,65536,"ZLIB",128,"Local 1"
2170,1120,"bayes","IB","SSD",12,10,1,65536,"ZLIB",128,"Local 1"
2169,1948,"pagerank","IB","SSD",12,10,1,65536,"ZLIB",128,"Local 1"
2167,611,"wordcount","IB","SSD",12,10,1,65536,"ZLIB",128,"Local 1"
2166,1074,"kmeans","IB","SSD",12,10,1,65536,"ZLIB",128,"Local 1"
2165,440,"dfsioe_write","IB","SSD",12,10,1,65536,"ZLIB",64,"Local 1"
2164,1283,"dfsioe_read","IB","SSD",12,10,1,65536,"ZLIB",64,"Local 1"
2163,1100,"bayes","IB","SSD",12,10,1,65536,"ZLIB",64,"Local 1"
2162,1849,"pagerank","IB","SSD",12,10,1,65536,"ZLIB",64,"Local 1"
2160,672,"wordcount","IB","SSD",12,10,1,65536,"ZLIB",64,"Local 1"
2159,1206,"kmeans","IB","SSD",12,10,1,65536,"ZLIB",64,"Local 1"
2158,407,"dfsioe_write","IB","SSD",12,10,1,65536,"ZLIB",32,"Local 1"
2157,1333,"dfsioe_read","IB","SSD",12,10,1,65536,"ZLIB",32,"Local 1"
2156,1093,"bayes","IB","SSD",12,10,1,65536,"ZLIB",32,"Local 1"
2155,1962,"pagerank","IB","SSD",12,10,1,65536,"ZLIB",32,"Local 1"
2153,794,"wordcount","IB","SSD",12,10,1,65536,"ZLIB",32,"Local 1"
2152,1414,"kmeans","IB","SSD",12,10,1,65536,"ZLIB",32,"Local 1"
2151,415,"dfsioe_write","IB","SSD",12,10,1,65536,"ZLIB",64,"Local 1"
2150,1221,"dfsioe_read","IB","SSD",12,10,1,65536,"ZLIB",64,"Local 1"
2149,1094,"bayes","IB","SSD",12,10,1,65536,"ZLIB",64,"Local 1"
2148,2078,"pagerank","IB","SSD",12,10,1,65536,"ZLIB",64,"Local 1"
2146,671,"wordcount","IB","SSD",12,10,1,65536,"ZLIB",64,"Local 1"
2145,1194,"kmeans","IB","SSD",12,10,1,65536,"ZLIB",64,"Local 1"
2144,481,"dfsioe_write","IB","SSD",12,10,1,65536,"None",256,"Local 1"
2143,1208,"dfsioe_read","IB","SSD",12,10,1,65536,"None",256,"Local 1"
2142,1165,"bayes","IB","SSD",12,10,1,65536,"None",256,"Local 1"
2141,1887,"pagerank","IB","SSD",12,10,1,65536,"None",256,"Local 1"
2139,588,"wordcount","IB","SSD",12,10,1,65536,"None",256,"Local 1"
2138,1127,"kmeans","IB","SSD",12,10,1,65536,"None",256,"Local 1"
2137,444,"dfsioe_write","IB","SSD",12,10,1,65536,"None",128,"Local 1"
2136,1178,"dfsioe_read","IB","SSD",12,10,1,65536,"None",128,"Local 1"
2135,1111,"bayes","IB","SSD",12,10,1,65536,"None",128,"Local 1"
2134,1924,"pagerank","IB","SSD",12,10,1,65536,"None",128,"Local 1"
2132,628,"wordcount","IB","SSD",12,10,1,65536,"None",128,"Local 1"
2131,1074,"kmeans","IB","SSD",12,10,1,65536,"None",128,"Local 1"
2130,461,"dfsioe_write","IB","SSD",12,10,1,65536,"None",64,"Local 1"
2129,1433,"dfsioe_read","IB","SSD",12,10,1,65536,"None",64,"Local 1"
2128,1102,"bayes","IB","SSD",12,10,1,65536,"None",64,"Local 1"
2127,1880,"pagerank","IB","SSD",12,10,1,65536,"None",64,"Local 1"
2125,682,"wordcount","IB","SSD",12,10,1,65536,"None",64,"Local 1"
2124,1198,"kmeans","IB","SSD",12,10,1,65536,"None",64,"Local 1"
2123,399,"dfsioe_write","IB","SSD",12,10,1,65536,"None",32,"Local 1"
2122,1308,"dfsioe_read","IB","SSD",12,10,1,65536,"None",32,"Local 1"
2121,1099,"bayes","IB","SSD",12,10,1,65536,"None",32,"Local 1"
2120,1967,"pagerank","IB","SSD",12,10,1,65536,"None",32,"Local 1"
2118,813,"wordcount","IB","SSD",12,10,1,65536,"None",32,"Local 1"
2117,1427,"kmeans","IB","SSD",12,10,1,65536,"None",32,"Local 1"
2116,426,"dfsioe_write","IB","SSD",12,10,1,65536,"None",64,"Local 1"
2115,1366,"dfsioe_read","IB","SSD",12,10,1,65536,"None",64,"Local 1"
2114,1111,"bayes","IB","SSD",12,10,1,65536,"None",64,"Local 1"
2113,1875,"pagerank","IB","SSD",12,10,1,65536,"None",64,"Local 1"
2111,680,"wordcount","IB","SSD",12,10,1,65536,"None",64,"Local 1"
2110,1189,"kmeans","IB","SSD",12,10,1,65536,"None",64,"Local 1"
2109,1336,"dfsioe_write","ETH","HDD",12,10,1,65536,"Snappy",256,"Local 1"
2108,7838,"dfsioe_read","ETH","HDD",12,10,1,65536,"Snappy",256,"Local 1"
2107,1155,"bayes","ETH","HDD",12,10,1,65536,"Snappy",256,"Local 1"
2106,2282,"pagerank","ETH","HDD",12,10,1,65536,"Snappy",256,"Local 1"
2104,1199,"wordcount","ETH","HDD",12,10,1,65536,"Snappy",256,"Local 1"
2103,1438,"kmeans","ETH","HDD",12,10,1,65536,"Snappy",256,"Local 1"
2102,1402,"dfsioe_write","ETH","HDD",12,10,1,65536,"Snappy",128,"Local 1"
2101,6941,"dfsioe_read","ETH","HDD",12,10,1,65536,"Snappy",128,"Local 1"
2100,1125,"bayes","ETH","HDD",12,10,1,65536,"Snappy",128,"Local 1"
2099,2111,"pagerank","ETH","HDD",12,10,1,65536,"Snappy",128,"Local 1"
2097,1195,"wordcount","ETH","HDD",12,10,1,65536,"Snappy",128,"Local 1"
2096,1397,"kmeans","ETH","HDD",12,10,1,65536,"Snappy",128,"Local 1"
2095,1528,"dfsioe_write","ETH","HDD",12,10,1,65536,"Snappy",64,"Local 1"
2094,7511,"dfsioe_read","ETH","HDD",12,10,1,65536,"Snappy",64,"Local 1"
2093,1104,"bayes","ETH","HDD",12,10,1,65536,"Snappy",64,"Local 1"
2092,2040,"pagerank","ETH","HDD",12,10,1,65536,"Snappy",64,"Local 1"
2090,882,"wordcount","ETH","HDD",12,10,1,65536,"Snappy",64,"Local 1"
2089,1268,"kmeans","ETH","HDD",12,10,1,65536,"Snappy",64,"Local 1"
2088,1355,"dfsioe_write","ETH","HDD",12,10,1,65536,"Snappy",32,"Local 1"
2087,6043,"dfsioe_read","ETH","HDD",12,10,1,65536,"Snappy",32,"Local 1"
2086,1088,"bayes","ETH","HDD",12,10,1,65536,"Snappy",32,"Local 1"
2085,2142,"pagerank","ETH","HDD",12,10,1,65536,"Snappy",32,"Local 1"
2083,990,"wordcount","ETH","HDD",12,10,1,65536,"Snappy",32,"Local 1"
2082,1454,"kmeans","ETH","HDD",12,10,1,65536,"Snappy",32,"Local 1"
2081,1241,"dfsioe_write","ETH","HDD",12,10,1,65536,"Snappy",64,"Local 1"
2080,6750,"dfsioe_read","ETH","HDD",12,10,1,65536,"Snappy",64,"Local 1"
2079,1105,"bayes","ETH","HDD",12,10,1,65536,"Snappy",64,"Local 1"
2078,2027,"pagerank","ETH","HDD",12,10,1,65536,"Snappy",64,"Local 1"
2076,843,"wordcount","ETH","HDD",12,10,1,65536,"Snappy",64,"Local 1"
2075,1283,"kmeans","ETH","HDD",12,10,1,65536,"Snappy",64,"Local 1"
2074,1228,"dfsioe_write","ETH","HDD",12,10,1,65536,"BZIP2",256,"Local 1"
2073,6202,"dfsioe_read","ETH","HDD",12,10,1,65536,"BZIP2",256,"Local 1"
2072,1168,"bayes","ETH","HDD",12,10,1,65536,"BZIP2",256,"Local 1"
2071,2165,"pagerank","ETH","HDD",12,10,1,65536,"BZIP2",256,"Local 1"
2069,1032,"wordcount","ETH","HDD",12,10,1,65536,"BZIP2",256,"Local 1"
2068,1401,"kmeans","ETH","HDD",12,10,1,65536,"BZIP2",256,"Local 1"
2067,1268,"dfsioe_write","ETH","HDD",12,10,1,65536,"BZIP2",128,"Local 1"
2066,8583,"dfsioe_read","ETH","HDD",12,10,1,65536,"BZIP2",128,"Local 1"
2065,1110,"bayes","ETH","HDD",12,10,1,65536,"BZIP2",128,"Local 1"
2064,2264,"pagerank","ETH","HDD",12,10,1,65536,"BZIP2",128,"Local 1"
2062,1132,"wordcount","ETH","HDD",12,10,1,65536,"BZIP2",128,"Local 1"
2061,1476,"kmeans","ETH","HDD",12,10,1,65536,"BZIP2",128,"Local 1"
2060,1459,"dfsioe_write","ETH","HDD",12,10,1,65536,"BZIP2",64,"Local 1"
2059,7380,"dfsioe_read","ETH","HDD",12,10,1,65536,"BZIP2",64,"Local 1"
2058,1089,"bayes","ETH","HDD",12,10,1,65536,"BZIP2",64,"Local 1"
2057,2096,"pagerank","ETH","HDD",12,10,1,65536,"BZIP2",64,"Local 1"
2055,996,"wordcount","ETH","HDD",12,10,1,65536,"BZIP2",64,"Local 1"
2054,1321,"kmeans","ETH","HDD",12,10,1,65536,"BZIP2",64,"Local 1"
2053,1466,"dfsioe_write","ETH","HDD",12,10,1,65536,"BZIP2",32,"Local 1"
2052,7191,"dfsioe_read","ETH","HDD",12,10,1,65536,"BZIP2",32,"Local 1"
2051,1103,"bayes","ETH","HDD",12,10,1,65536,"BZIP2",32,"Local 1"
2050,2123,"pagerank","ETH","HDD",12,10,1,65536,"BZIP2",32,"Local 1"
2048,998,"wordcount","ETH","HDD",12,10,1,65536,"BZIP2",32,"Local 1"
2047,1470,"kmeans","ETH","HDD",12,10,1,65536,"BZIP2",32,"Local 1"
2046,1411,"dfsioe_write","ETH","HDD",12,10,1,65536,"BZIP2",64,"Local 1"
2045,6219,"dfsioe_read","ETH","HDD",12,10,1,65536,"BZIP2",64,"Local 1"
2044,1096,"bayes","ETH","HDD",12,10,1,65536,"BZIP2",64,"Local 1"
2043,2061,"pagerank","ETH","HDD",12,10,1,65536,"BZIP2",64,"Local 1"
2041,873,"wordcount","ETH","HDD",12,10,1,65536,"BZIP2",64,"Local 1"
2040,1296,"kmeans","ETH","HDD",12,10,1,65536,"BZIP2",64,"Local 1"
2039,1168,"dfsioe_write","ETH","HDD",12,10,1,65536,"ZLIB",256,"Local 1"
