ID,Benchmark,Exe.Time,Net,Disk,Maps,IO.SFac,Rep,IO.FBuf,Comp,Blk.size,Cluster,Cl.Name,Datanodes,Headnodes,VM.OS,VM.Cores,VM.RAM,Provider,VM.Size,Service.Type,Bench.Type
1,terasort,1119.000,IB,SSD,12,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
2,prep_terasort,197.000,IB,SSD,12,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
3,terasort,1067.000,IB,SSD,12,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
4,terasort,1126.000,IB,SSD,12,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
5,terasort,956.000,IB,SSD,16,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
11,terasort,841.000,IB,SSD,16,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
12,terasort,686.000,IB,SSD,24,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
13,terasort,725.000,IB,SSD,24,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
14,prep_terasort,197.000,IB,SSD,12,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
15,terasort,839.000,IB,SSD,12,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
16,terasort,994.000,IB,SSD,12,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
17,terasort,811.000,IB,SSD,16,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
18,terasort,874.000,IB,SSD,16,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
19,terasort,684.000,IB,SSD,24,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
20,terasort,695.000,IB,SSD,24,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
21,prep_terasort,176.000,ETH,SSD,12,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
22,terasort,948.000,ETH,SSD,12,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
23,terasort,1025.000,ETH,SSD,12,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
24,terasort,955.000,ETH,SSD,16,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
25,terasort,924.000,ETH,SSD,16,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
26,terasort,787.000,ETH,SSD,24,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
27,terasort,822.000,ETH,SSD,24,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
28,prep_terasort,377.000,ETH,SSD,12,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
29,terasort,969.000,ETH,SSD,12,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
30,terasort,1027.000,ETH,SSD,12,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
31,terasort,877.000,ETH,SSD,16,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
32,terasort,971.000,ETH,SSD,16,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
33,terasort,811.000,ETH,SSD,24,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
34,terasort,768.000,ETH,SSD,24,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
35,prep_terasort,685.000,ETH,SSD,12,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
36,terasort,968.000,ETH,SSD,12,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
37,terasort,1005.000,ETH,SSD,12,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
38,terasort,945.000,ETH,SSD,16,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
39,terasort,922.000,ETH,SSD,16,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
40,terasort,801.000,ETH,SSD,24,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
41,terasort,790.000,ETH,SSD,24,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
42,prep_terasort,341.000,IB,HDD,12,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
43,terasort,4662.000,IB,HDD,12,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
44,terasort,5307.000,IB,HDD,12,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
45,terasort,5223.000,IB,HDD,16,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
46,terasort,5106.000,IB,HDD,16,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
47,terasort,3854.000,IB,HDD,24,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
48,terasort,4048.000,IB,HDD,24,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
49,prep_terasort,880.000,IB,HDD,12,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
50,terasort,4811.000,IB,HDD,12,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
51,terasort,5125.000,IB,HDD,12,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
52,terasort,4597.000,IB,HDD,16,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
53,terasort,5400.000,IB,HDD,16,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
55,terasort,2989.000,IB,HDD,24,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
56,prep_terasort,974.000,IB,HDD,12,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
57,terasort,4290.000,IB,HDD,12,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
58,terasort,4109.000,IB,HDD,12,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
59,terasort,4535.000,IB,HDD,16,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
60,terasort,4369.000,IB,HDD,16,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
61,terasort,3341.000,IB,HDD,24,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
62,terasort,3449.000,IB,HDD,24,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
63,prep_terasort,299.000,ETH,HDD,12,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
64,terasort,4260.000,ETH,HDD,12,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
65,terasort,4490.000,ETH,HDD,12,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
66,terasort,5853.000,ETH,HDD,16,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
67,terasort,5084.000,ETH,HDD,16,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
68,terasort,3426.000,ETH,HDD,24,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
69,terasort,3934.000,ETH,HDD,24,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
70,prep_terasort,808.000,ETH,HDD,12,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
71,terasort,5266.000,ETH,HDD,12,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
72,terasort,5516.000,ETH,HDD,12,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
73,terasort,6625.000,ETH,HDD,16,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
74,terasort,5671.000,ETH,HDD,16,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
75,terasort,3580.000,ETH,HDD,24,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
76,terasort,3843.000,ETH,HDD,24,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
77,prep_terasort,828.000,ETH,HDD,12,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
78,terasort,4128.000,ETH,HDD,12,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
79,terasort,3903.000,ETH,HDD,12,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
80,terasort,4543.000,ETH,HDD,16,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
81,terasort,4828.000,ETH,HDD,16,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
82,terasort,3194.000,ETH,HDD,24,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
83,terasort,3283.000,ETH,HDD,24,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
84,prep_sort,110.000,IB,SSD,12,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
85,sort,376.000,IB,SSD,12,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
89,dfsioe_write,400.000,IB,SSD,12,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
90,sort,468.000,IB,SSD,12,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
93,dfsioe_read,603.000,IB,SSD,12,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
94,dfsioe_write,396.000,IB,SSD,12,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
95,sort,483.000,IB,SSD,16,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
98,dfsioe_read,569.000,IB,SSD,16,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
99,dfsioe_write,394.000,IB,SSD,16,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
100,sort,360.000,IB,SSD,16,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
103,dfsioe_read,600.000,IB,SSD,16,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
104,dfsioe_write,395.000,IB,SSD,16,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
105,sort,389.000,IB,SSD,24,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
108,dfsioe_read,583.000,IB,SSD,24,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
109,dfsioe_write,436.000,IB,SSD,24,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
110,sort,388.000,IB,SSD,24,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
113,dfsioe_read,644.000,IB,SSD,24,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
114,dfsioe_write,403.000,IB,SSD,24,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
115,prep_sort,116.000,IB,SSD,12,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
116,sort,462.000,IB,SSD,12,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
120,dfsioe_write,497.000,IB,SSD,12,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
121,sort,561.000,IB,SSD,12,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
124,dfsioe_read,577.000,IB,SSD,12,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
125,dfsioe_write,542.000,IB,SSD,12,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
126,sort,459.000,IB,SSD,16,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
129,dfsioe_read,550.000,IB,SSD,16,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
130,dfsioe_write,572.000,IB,SSD,16,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
131,sort,481.000,IB,SSD,16,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
134,dfsioe_read,554.000,IB,SSD,16,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
135,dfsioe_write,679.000,IB,SSD,16,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
136,sort,501.000,IB,SSD,24,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
139,dfsioe_read,550.000,IB,SSD,24,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
140,dfsioe_write,623.000,IB,SSD,24,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
141,sort,490.000,IB,SSD,24,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
144,dfsioe_read,524.000,IB,SSD,24,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
145,dfsioe_write,508.000,IB,SSD,24,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
146,prep_sort,137.000,IB,SSD,12,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
147,sort,560.000,IB,SSD,12,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
151,dfsioe_write,634.000,IB,SSD,12,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
152,sort,612.000,IB,SSD,12,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
155,dfsioe_read,562.000,IB,SSD,12,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
156,dfsioe_write,649.000,IB,SSD,12,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
157,sort,517.000,IB,SSD,16,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
160,dfsioe_read,532.000,IB,SSD,16,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
161,dfsioe_write,683.000,IB,SSD,16,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
162,sort,456.000,IB,SSD,16,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
165,dfsioe_read,519.000,IB,SSD,16,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
166,dfsioe_write,665.000,IB,SSD,16,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
167,sort,576.000,IB,SSD,24,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
170,dfsioe_read,509.000,IB,SSD,24,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
171,dfsioe_write,688.000,IB,SSD,24,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
172,sort,499.000,IB,SSD,24,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
175,dfsioe_read,547.000,IB,SSD,24,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
176,dfsioe_write,937.000,IB,SSD,24,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
177,prep_sort,110.000,ETH,SSD,12,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
178,sort,600.000,ETH,SSD,12,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
182,dfsioe_write,399.000,ETH,SSD,12,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
183,sort,672.000,ETH,SSD,12,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
186,dfsioe_read,1364.000,ETH,SSD,12,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
187,dfsioe_write,403.000,ETH,SSD,12,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
188,sort,589.000,ETH,SSD,16,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
191,dfsioe_read,1397.000,ETH,SSD,16,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
192,dfsioe_write,432.000,ETH,SSD,16,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
193,sort,546.000,ETH,SSD,16,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
196,dfsioe_read,1429.000,ETH,SSD,16,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
197,dfsioe_write,390.000,ETH,SSD,16,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
198,sort,498.000,ETH,SSD,24,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
201,dfsioe_read,1450.000,ETH,SSD,24,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
202,dfsioe_write,391.000,ETH,SSD,24,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
203,sort,511.000,ETH,SSD,24,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
206,dfsioe_read,1343.000,ETH,SSD,24,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
207,dfsioe_write,390.000,ETH,SSD,24,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
208,prep_sort,318.000,ETH,SSD,12,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
209,sort,728.000,ETH,SSD,12,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
213,dfsioe_write,1400.000,ETH,SSD,12,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
214,sort,748.000,ETH,SSD,12,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
217,dfsioe_read,956.000,ETH,SSD,12,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
218,dfsioe_write,1360.000,ETH,SSD,12,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
219,sort,690.000,ETH,SSD,16,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
222,dfsioe_read,871.000,ETH,SSD,16,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
223,dfsioe_write,1859.000,ETH,SSD,16,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
224,sort,718.000,ETH,SSD,16,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
227,dfsioe_read,1117.000,ETH,SSD,16,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
228,dfsioe_write,1831.000,ETH,SSD,16,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
229,sort,651.000,ETH,SSD,24,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
232,dfsioe_read,1026.000,ETH,SSD,24,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
233,dfsioe_write,1764.000,ETH,SSD,24,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
234,sort,624.000,ETH,SSD,24,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
237,dfsioe_read,1083.000,ETH,SSD,24,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
238,dfsioe_write,1747.000,ETH,SSD,24,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
239,prep_sort,516.000,ETH,SSD,12,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
240,sort,983.000,ETH,SSD,12,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
244,dfsioe_write,2615.000,ETH,SSD,12,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
245,sort,1013.000,ETH,SSD,12,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
248,dfsioe_read,541.000,ETH,SSD,12,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
