ID,Benchmark,Exe.Time,Net,Disk,Maps,IO.SFac,Rep,IO.FBuf,Comp,Blk.size,Cluster,Cl.Name,Datanodes,Headnodes,VM.OS,VM.Cores,VM.RAM,Provider,VM.Size,Service.Type,Bench.Type
249,dfsioe_write,2605.000,ETH,SSD,12,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
250,sort,975.000,ETH,SSD,16,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
253,dfsioe_read,498.000,ETH,SSD,16,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
254,dfsioe_write,2516.000,ETH,SSD,16,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
255,sort,1004.000,ETH,SSD,16,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
258,dfsioe_read,513.000,ETH,SSD,16,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
259,dfsioe_write,2744.000,ETH,SSD,16,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
260,sort,864.000,ETH,SSD,24,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
263,dfsioe_read,522.000,ETH,SSD,24,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
264,dfsioe_write,2621.000,ETH,SSD,24,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
265,sort,868.000,ETH,SSD,24,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
268,dfsioe_read,521.000,ETH,SSD,24,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
269,dfsioe_write,2589.000,ETH,SSD,24,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
270,prep_sort,185.000,IB,HDD,12,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
271,sort,2062.000,IB,HDD,12,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
275,dfsioe_write,1198.000,IB,HDD,12,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
276,sort,2576.000,IB,HDD,12,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
279,dfsioe_read,2653.000,IB,HDD,12,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
280,dfsioe_write,1292.000,IB,HDD,12,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
281,sort,2510.000,IB,HDD,16,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
284,dfsioe_read,2882.000,IB,HDD,16,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
285,dfsioe_write,1302.000,IB,HDD,16,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
286,sort,2389.000,IB,HDD,16,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
289,dfsioe_read,2342.000,IB,HDD,16,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
290,dfsioe_write,1317.000,IB,HDD,16,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
294,dfsioe_read,2632.000,IB,HDD,24,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
295,dfsioe_write,1308.000,IB,HDD,24,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
296,sort,2590.000,IB,HDD,24,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
299,dfsioe_read,2743.000,IB,HDD,24,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
300,dfsioe_write,1415.000,IB,HDD,24,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
301,prep_sort,613.000,IB,HDD,12,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
302,sort,3658.000,IB,HDD,12,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
306,dfsioe_write,2323.000,IB,HDD,12,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
307,sort,3632.000,IB,HDD,12,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
310,dfsioe_read,2563.000,IB,HDD,12,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
311,dfsioe_write,2417.000,IB,HDD,12,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
312,sort,3456.000,IB,HDD,16,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
315,dfsioe_read,2469.000,IB,HDD,16,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
316,dfsioe_write,2461.000,IB,HDD,16,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
317,sort,3241.000,IB,HDD,16,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
320,dfsioe_read,2394.000,IB,HDD,16,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
321,dfsioe_write,2422.000,IB,HDD,16,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
322,sort,3547.000,IB,HDD,24,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
325,dfsioe_read,2553.000,IB,HDD,24,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
326,dfsioe_write,2546.000,IB,HDD,24,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
327,sort,3464.000,IB,HDD,24,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
330,dfsioe_read,2438.000,IB,HDD,24,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
331,dfsioe_write,2505.000,IB,HDD,24,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
332,prep_sort,684.000,IB,HDD,12,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
333,sort,3617.000,IB,HDD,12,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
337,dfsioe_write,4269.000,IB,HDD,12,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
338,sort,4466.000,IB,HDD,12,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
341,dfsioe_read,3194.000,IB,HDD,12,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
342,dfsioe_write,5519.000,IB,HDD,12,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
343,sort,4471.000,IB,HDD,16,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
346,dfsioe_read,3212.000,IB,HDD,16,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
347,dfsioe_write,5033.000,IB,HDD,16,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
348,sort,4875.000,IB,HDD,16,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
351,dfsioe_read,2932.000,IB,HDD,16,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
352,dfsioe_write,3692.000,IB,HDD,16,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
353,sort,3968.000,IB,HDD,24,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
356,dfsioe_read,2626.000,IB,HDD,24,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
357,dfsioe_write,4531.000,IB,HDD,24,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
358,sort,4921.000,IB,HDD,24,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
361,dfsioe_read,2581.000,IB,HDD,24,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
362,dfsioe_write,5346.000,IB,HDD,24,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
363,prep_sort,170.000,ETH,HDD,12,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
364,sort,1829.000,ETH,HDD,12,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
368,dfsioe_write,1169.000,ETH,HDD,12,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
369,sort,2301.000,ETH,HDD,12,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
372,dfsioe_read,2218.000,ETH,HDD,12,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
373,dfsioe_write,1153.000,ETH,HDD,12,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
374,sort,1918.000,ETH,HDD,16,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
377,dfsioe_read,2600.000,ETH,HDD,16,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
378,dfsioe_write,1192.000,ETH,HDD,16,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
379,sort,2161.000,ETH,HDD,16,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
382,dfsioe_read,2431.000,ETH,HDD,16,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
383,dfsioe_write,1215.000,ETH,HDD,16,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
384,sort,2141.000,ETH,HDD,24,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
387,dfsioe_read,2486.000,ETH,HDD,24,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
388,dfsioe_write,1175.000,ETH,HDD,24,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
389,sort,2307.000,ETH,HDD,24,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
392,dfsioe_read,2556.000,ETH,HDD,24,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
393,dfsioe_write,1201.000,ETH,HDD,24,10,1,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
394,prep_sort,420.000,ETH,HDD,12,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
395,sort,2700.000,ETH,HDD,12,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
399,dfsioe_write,2218.000,ETH,HDD,12,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
400,sort,3363.000,ETH,HDD,12,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
403,dfsioe_read,2351.000,ETH,HDD,12,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
404,dfsioe_write,2442.000,ETH,HDD,12,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
405,sort,3231.000,ETH,HDD,16,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
408,dfsioe_read,2365.000,ETH,HDD,16,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
409,dfsioe_write,2600.000,ETH,HDD,16,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
410,sort,3307.000,ETH,HDD,16,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
413,dfsioe_read,2649.000,ETH,HDD,16,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
414,dfsioe_write,2448.000,ETH,HDD,16,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
415,sort,3313.000,ETH,HDD,24,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
418,dfsioe_read,2452.000,ETH,HDD,24,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
419,dfsioe_write,2552.000,ETH,HDD,24,10,2,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
420,sort,3375.000,ETH,HDD,24,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
423,dfsioe_read,2671.000,ETH,HDD,24,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
424,dfsioe_write,2798.000,ETH,HDD,24,10,2,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
425,prep_sort,811.000,ETH,HDD,12,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
426,sort,4898.000,ETH,HDD,12,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
430,dfsioe_write,5134.000,ETH,HDD,12,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
431,sort,5683.000,ETH,HDD,12,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
434,dfsioe_read,3957.000,ETH,HDD,12,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
435,dfsioe_write,4899.000,ETH,HDD,12,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
436,sort,5344.000,ETH,HDD,16,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
439,dfsioe_read,3351.000,ETH,HDD,16,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
440,dfsioe_write,3531.000,ETH,HDD,16,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
441,sort,4894.000,ETH,HDD,16,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
444,dfsioe_read,2709.000,ETH,HDD,16,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
445,dfsioe_write,5225.000,ETH,HDD,16,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
446,sort,4961.000,ETH,HDD,24,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
449,dfsioe_read,2437.000,ETH,HDD,24,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
450,dfsioe_write,3727.000,ETH,HDD,24,10,3,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
451,sort,4573.000,ETH,HDD,24,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
454,dfsioe_read,2409.000,ETH,HDD,24,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
455,dfsioe_write,4909.000,ETH,HDD,24,10,3,65536,1,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
456,prep_terasort,182.000,IB,SSD,12,5,1,32768,0,32,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
457,terasort,915.000,IB,SSD,12,5,1,32768,0,32,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
463,terasort,907.000,IB,SSD,12,5,1,32768,0,128,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
469,terasort,960.000,IB,SSD,12,5,1,32768,0,256,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
475,terasort,928.000,IB,SSD,12,5,1,32768,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
481,terasort,944.000,IB,SSD,12,5,1,131072,0,32,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
488,terasort,914.000,IB,SSD,12,5,1,131072,0,128,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
494,terasort,980.000,IB,SSD,12,5,1,131072,0,256,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
500,terasort,963.000,IB,SSD,12,5,1,131072,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
506,terasort,993.000,IB,SSD,12,5,1,4096,0,32,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
512,terasort,1000.000,IB,SSD,12,5,1,4096,0,128,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
518,terasort,991.000,IB,SSD,12,5,1,4096,0,256,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
524,terasort,989.000,IB,SSD,12,5,1,4096,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
530,terasort,929.000,IB,SSD,12,5,1,65536,0,32,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
536,terasort,964.000,IB,SSD,12,5,1,65536,0,128,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
543,terasort,941.000,IB,SSD,12,5,1,65536,0,256,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
549,terasort,1023.000,IB,SSD,12,5,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
555,terasort,968.000,IB,SSD,12,10,1,32768,0,32,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
561,terasort,965.000,IB,SSD,12,10,1,32768,0,128,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
567,terasort,953.000,IB,SSD,12,10,1,32768,0,256,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
573,terasort,974.000,IB,SSD,12,10,1,32768,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
579,terasort,996.000,IB,SSD,12,10,1,131072,0,32,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
585,terasort,971.000,IB,SSD,12,10,1,131072,0,128,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
591,terasort,950.000,IB,SSD,12,10,1,131072,0,256,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
597,terasort,970.000,IB,SSD,12,10,1,131072,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
603,terasort,980.000,IB,SSD,12,10,1,4096,0,32,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
609,terasort,1017.000,IB,SSD,12,10,1,4096,0,128,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
615,terasort,1007.000,IB,SSD,12,10,1,4096,0,256,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
621,terasort,1015.000,IB,SSD,12,10,1,4096,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
627,terasort,961.000,IB,SSD,12,10,1,65536,0,32,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
633,terasort,970.000,IB,SSD,12,10,1,65536,0,128,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
639,terasort,947.000,IB,SSD,12,10,1,65536,0,256,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
645,terasort,949.000,IB,SSD,12,10,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
651,terasort,958.000,IB,SSD,12,20,1,32768,0,32,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
657,terasort,962.000,IB,SSD,12,20,1,32768,0,128,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
663,terasort,946.000,IB,SSD,12,20,1,32768,0,256,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
669,terasort,940.000,IB,SSD,12,20,1,32768,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
675,terasort,974.000,IB,SSD,12,20,1,131072,0,32,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
681,terasort,950.000,IB,SSD,12,20,1,131072,0,128,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
687,terasort,949.000,IB,SSD,12,20,1,131072,0,256,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
693,terasort,956.000,IB,SSD,12,20,1,131072,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
699,terasort,1025.000,IB,SSD,12,20,1,4096,0,32,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
706,terasort,1023.000,IB,SSD,12,20,1,4096,0,128,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
712,terasort,1006.000,IB,SSD,12,20,1,4096,0,256,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
718,terasort,998.000,IB,SSD,12,20,1,4096,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
724,terasort,952.000,IB,SSD,12,20,1,65536,0,32,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
730,terasort,953.000,IB,SSD,12,20,1,65536,0,128,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
736,terasort,947.000,IB,SSD,12,20,1,65536,0,256,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
742,terasort,985.000,IB,SSD,12,20,1,65536,0,64,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
748,terasort,949.000,IB,SSD,12,50,1,32768,0,32,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
754,terasort,977.000,IB,SSD,12,50,1,32768,0,128,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
761,terasort,1010.000,IB,SSD,12,50,1,32768,0,256,1,m1000-01,3,1,linux,12,128.000,on-premise,SYS-6027R-72RF,On-premise,HiBench
